	GSM4743729	GSM4743730	GSM4743731	GSM4743732	GSM4743733	GSM4743734	GSM4743735
Tmed7	11098	12871	10388	13055	12191	9859	11378
Tmed8	10328	9386	10870	11946	11458	9366	9865
Tmed9	8075	8501	5678	8615	7432	7088	8268
Tmeff1	349	321	266	282	283	279	286
Tmeff2	65	66	52	48	29	36	40
Tmem100	34	47	27	26	20	22	27
Tmem101	741	752	498	759	718	617	610
Tmem102	745	729	487	777	655	650	587
Tmem104	1704	1846	1421	1945	1450	1852	1419
Tmem106a	347	197	251	270	386	302	292
Tmem106b	7326	8094	7114	8655	7602	7335	8495
Tmem106c	3001	3299	2114	2918	3125	2551	3011
Tmem107	1423	1435	933	1413	1432	1223	1314
Tmem108	467	739	455	727	636	385	686
Tmem109	3053	3060	2224	3071	2826	2697	3015
Tmem11	873	862	542	814	873	769	707
Tmem110	277	237	255	307	292	264	251
Tmem114	4	1	0	4	3	3	0
Tmem115	1648	1843	1276	1781	1595	1728	1484
Tmem116	50	59	62	74	51	56	48
Tmem117	514	644	333	544	391	460	655
Tmem119	207	109	137	85	130	145	123
Tmem120a	275	253	196	248	202	293	265
Tmem120b	210	248	214	294	177	293	264
Tmem121	249	284	161	245	263	217	200
Tmem123	3718	3894	3235	3720	4145	3391	3766
Tmem125	58	52	51	56	43	81	55
Tmem126a	1010	1089	821	1129	1080	844	1056
Tmem126b	1422	1403	1153	1452	1436	1367	1263
Tmem127	5127	5044	3864	5187	4892	4891	4776
Tmem128	1072	1078	863	1228	1064	965	1039
Tmem129	1126	1301	930	1278	1146	1220	1119
Tmem130	2769	3314	2237	2981	3125	2100	2869
Tmem131	4364	4723	4282	5385	4818	4499	4633
Tmem132a	602	542	528	762	612	604	668
Tmem132b	5273	6147	4612	5784	6331	4200	4978
Tmem132c	0	3	4	2	2	0	5
Tmem132d	4	9	10	5	11	3	8
Tmem132e	5	13	6	8	2	1	2
Tmem134	2134	2158	1555	2061	1956	1862	2101
Tmem135	3054	3212	2427	3102	3365	2966	2803
Tmem136	72	73	64	66	47	55	66
Tmem138	433	496	319	514	407	464	393
Tmem139	35	36	17	23	34	21	32
Tmem140	570	579	360	583	388	372	423
Tmem141	383	378	239	358	365	283	389
Tmem143	739	692	535	607	655	662	601
Tmem144	172	213	138	185	168	233	227
Tmem145	368	410	381	508	335	435	308
Tmem147	2689	2899	2129	2822	3043	2090	3078
Tmem14a	160	172	138	146	232	202	140
Tmem14c	1480	1420	1053	1377	1367	1409	1518
Tmem150a	480	496	430	620	432	678	384
Tmem150b	9	12	10	7	11	16	5
Tmem150c	1995	1968	1324	1909	1824	2003	2005
Tmem151a	427	521	268	355	355	391	366
Tmem151b	593	905	560	892	747	464	886
Tmem154	449	712	524	837	749	298	656
Tmem156	0	3	0	4	3	1	4
Tmem158	174	190	111	162	149	188	176
Tmem159	941	982	779	1091	943	835	994
Tmem160	683	706	480	733	651	521	628
Tmem161a	1529	1757	1193	1738	1670	1421	1568
Tmem161b	377	401	373	489	425	417	401
Tmem163	4000	4069	3401	4077	4385	4318	4976
Tmem164	2872	3112	2173	3022	3264	2647	3108
Tmem165	2118	2232	1908	2548	2039	2323	2085
Tmem167	2843	2971	2407	3076	2915	3299	2580
Tmem167-ps1	0	0	0	0	0	0	0
Tmem167-ps2	0	0	0	0	0	0	0
Tmem167-ps3	0	0	0	0	0	0	0
Tmem167b	4910	5314	3628	5039	4580	4466	4562
Tmem168	1343	1639	1357	1696	1526	1389	1342
Tmem169	231	237	183	243	212	168	236
Tmem17	186	199	163	198	213	185	205
Tmem170	502	569	413	591	509	685	492
Tmem170b	1512	1594	1653	1972	1620	1612	1654
Tmem171	2	2	1	1	2	0	3
Tmem173	73	63	49	66	54	61	52
Tmem174	0	0	0	0	0	0	0
Tmem175	1153	1283	956	1139	1335	1154	1082
Tmem176a	4795	5990	3496	6487	5151	4242	4404
Tmem176b	6988	7719	4775	8392	6806	6183	6708
Tmem177	448	451	345	468	481	427	401
Tmem178	1	1	2	3	3	0	2
Tmem178b	2467	2774	2316	2932	2609	2180	2468
Tmem179	519	593	305	363	413	252	372
Tmem18	868	1040	977	1227	1020	1104	948
Tmem180	891	878	588	893	846	793	799
Tmem181a	4628	4566	4233	5041	4157	7297	4168
Tmem181b-ps	2238	2550	2374	2738	1845	4096	2220
Tmem181c-ps	5	10	12	0	6	6	5
Tmem182	6	1	3	7	6	4	4
Tmem183a	2529	2613	2148	2643	2380	2477	2441
Tmem184a	6712	7740	4657	7445	6768	5742	7984
Tmem184b	5945	6435	4995	6454	6140	4984	6569
Tmem184c	2378	2734	2046	2699	2326	2467	2615
Tmem185b	850	856	788	950	1015	943	859
Tmem186	1227	1337	1001	1460	1239	1428	1143
Tmem189	1175	1270	859	1343	1101	980	1096
Tmem19	1525	1747	1292	1866	1621	1446	1673
Tmem190	15	5	7	14	7	12	11
Tmem191c	706	782	694	887	645	746	693
Tmem192	1220	1426	813	1274	1300	996	1446
Tmem194	303	290	236	301	244	214	267
Tmem194b	229	267	249	326	220	220	227
Tmem196	1	3	2	1	1	2	0
Tmem198	865	922	769	1015	854	1098	767
Tmem198b	342	462	309	426	427	357	388
Tmem199	1381	1297	996	1290	1372	1334	1132
Tmem2	1443	1504	1682	1839	1521	2359	1163
Tmem200a	37	49	47	51	45	32	27
Tmem200b	114	107	116	116	69	98	106
Tmem200c	1	5	6	2	1	4	1
Tmem201	999	996	789	883	838	1036	874
Tmem202	8	18	8	14	7	9	13
Tmem203	519	636	446	669	587	461	571
Tmem204	835	782	560	658	574	640	718
Tmem205	796	789	574	764	732	652	754
Tmem206	6510	4821	4386	5097	6457	5687	6008
Tmem207	3	3	3	7	5	7	5
Tmem208	936	907	745	1022	973	945	844
Tmem209	1080	1155	978	1202	1115	1062	1044
Tmem210	7	5	3	7	8	14	11
Tmem211	0	0	0	0	0	0	0
Tmem212	10	23	20	21	13	20	21
Tmem213	0	0	0	0	0	0	0
Tmem214	5382	5752	4652	6264	4931	6357	5005
Tmem215	15258	10708	10204	10786	15448	15269	13812
Tmem216	507	571	432	584	540	529	481
Tmem217	15	14	10	10	16	7	13
Tmem218	932	855	618	950	959	709	850
Tmem219	1679	1905	1535	2152	2044	1513	2171
Tmem220	232	291	254	332	316	250	268
Tmem221	162	125	88	103	127	112	86
Tmem222	1720	1681	1323	1773	1898	1416	1713
Tmem225	0	0	0	0	0	0	0
Tmem229a	114	75	87	138	110	100	97
Tmem229b	5459	4574	4452	5136	5423	6922	5074
Tmem229b-ps	0	0	1	0	0	0	1
Tmem230	1638	1813	1238	1592	1696	1558	1429
Tmem231	1904	1961	1165	1752	1757	1743	1764
Tmem232	0	3	0	0	0	0	1
Tmem233	0	0	0	1	0	0	2
Tmem234	3392	3477	2622	3427	3217	3208	3306
Tmem235	0	0	0	0	0	0	0
Tmem236	2	0	1	2	0	2	1
Tmem237	635	697	474	683	675	679	633
Tmem238	565	567	402	565	492	503	578
Tmem239	0	3	0	3	3	4	2
Tmem240	134	154	107	153	153	136	102
Tmem241	360	438	387	536	423	311	428
Tmem242	2089	2122	1431	1890	2120	1698	2116
Tmem243	1076	1301	1028	1296	1152	924	1059
Tmem245	3183	2789	4227	3911	3493	3174	3111
Tmem246	1164	1171	786	982	1090	1033	1003
Tmem247	0	0	0	0	0	0	0
Tmem248	9744	11696	7790	11832	9760	9119	10835
Tmem25	1015	1201	953	1222	1111	1019	1106
Tmem251	661	695	596	782	778	723	731
Tmem252	26	95	49	133	45	12	26
Tmem253	21	36	32	28	32	30	35
Tmem254a	174	193	119	193	120	178	142
Tmem254b	174	193	119	193	120	178	142
Tmem254c	168	181	150	168	303	163	285
Tmem255a	3332	4635	2377	3363	3001	3422	3266
Tmem255b	115	98	75	87	53	79	46
Tmem256	1069	1062	763	1043	1218	848	1048
Tmem258	2602	2407	1620	2351	2189	2332	2137
Tmem259	4017	4222	3149	4700	3369	3737	3999
Tmem26	119	95	81	73	80	85	61
Tmem260	1943	2161	1800	2268	1986	1954	1948
Tmem261	528	514	356	525	540	486	484
Tmem263	2957	3015	2417	3017	2951	3808	2243
Tmem265	47	47	67	51	49	56	45
Tmem266	139	198	123	176	177	113	155
Tmem27	30853	37341	27942	37508	33047	24346	28572
Tmem28	1580	1763	1280	1667	1565	1430	1429
Tmem29	178	204	176	232	217	168	223
Tmem30a	18682	20613	15417	19648	20021	15969	17347
Tmem30b	3194	3190	2477	3159	3246	2752	2972
Tmem30c	24	17	27	23	24	34	21
Tmem33	3787	3761	3225	3869	3761	4017	3487
Tmem35	177	173	128	114	217	65	144
Tmem37	40	88	62	76	57	56	59
Tmem38a	2279	2465	1667	2352	2322	1865	2322
Tmem38b	433	426	369	450	392	393	433
Tmem39a	3005	2990	2128	3366	2725	3773	2846
Tmem39b	417	410	313	421	347	377	427
Tmem40	36	56	31	77	58	39	58
Tmem41a	309	356	224	317	295	295	304
Tmem41b	2589	2591	2098	2717	2464	2683	2484
Tmem42	815	801	643	844	899	775	836
Tmem43	1410	1651	1112	1548	1308	1279	1461
Tmem44	129	120	145	160	100	100	121
Tmem45a	12	6	3	5	3	7	17
Tmem45a2	0	1	4	3	1	0	0
Tmem45b	17	18	9	25	26	19	8
Tmem47	108	149	166	152	125	119	93
Tmem5	1283	1582	1021	1429	1332	999	1417
Tmem50a	3852	4669	2893	4362	4033	3279	4060
Tmem50b	4471	5670	3517	5016	5144	5253	4922
Tmem51	1413	1298	904	1421	1236	1101	1285
Tmem52	22	27	29	36	20	14	30
Tmem52b	1	4	0	1	0	3	0
Tmem53	168	211	138	182	165	127	207
Tmem54	0	1	0	0	0	0	1
Tmem55a	2260	2103	1733	2109	2347	2080	1995
Tmem55b	2853	2898	2133	2702	2592	2531	2614
Tmem56	4667	5395	3916	5681	4429	5240	5300
Tmem57	6007	5957	5490	6619	6420	5604	5483
Tmem59	20917	23615	16151	21368	20717	17245	20191
Tmem59l	5432	6273	3203	4454	4457	2174	3479
Tmem60	777	840	562	801	754	586	713
Tmem62	1064	1041	913	1104	985	1150	1004
Tmem63a	3668	3383	3166	3777	3190	4900	2986
Tmem63b	2806	3263	2575	3511	2681	2636	3102
Tmem63c	770	1073	759	1017	695	903	759
Tmem64	2149	2272	2040	2479	2061	2163	1995
Tmem65	10287	13501	12028	15360	12408	10425	12033
Tmem67	797	899	739	954	813	802	762
Tmem68	1111	909	857	1057	1021	1082	855
Tmem69	551	680	508	669	647	571	506
Tmem70	1379	1307	983	1332	1317	1197	1068
Tmem71	393	630	419	648	578	511	856
Tmem72	2071	2148	3855	2559	2565	3098	2062
Tmem74	9	11	11	13	6	13	8
Tmem74b	31	14	16	18	15	27	13
Tmem79	24	23	35	48	42	36	26
Tmem8	5546	5041	3854	4888	5623	6010	5001
Tmem80	949	916	770	992	951	1078	856
Tmem81	169	158	150	189	180	155	148
Tmem82	18	32	21	37	17	11	22
Tmem86a	1053	1114	600	1049	789	728	1191
Tmem86b	169	193	165	189	165	282	135
Tmem87a	1962	2349	1868	2418	1972	2260	1910
Tmem87b	2243	2407	2246	2568	2199	2322	2115
Tmem88	193	160	142	169	122	138	194
Tmem88b	75	99	104	119	99	72	73
Tmem89	0	0	0	0	0	0	0
Tmem8b	1155	1217	1034	1193	1000	1143	1222
Tmem8c	0	8	0	6	5	3	1
Tmem9	1815	2132	1450	1929	1978	1557	2025
Tmem91	18	13	19	27	14	24	15
Tmem92	0	0	0	0	0	0	0
Tmem94	3954	4411	3526	4750	3652	4534	4945
Tmem95	6	8	7	8	6	8	3
Tmem97	1316	771	1098	960	902	1139	1006
Tmem98	941	1035	695	962	1149	651	907
Tmem9b	2091	2099	1591	1936	2230	1974	1987
Tmf1	2856	3209	2650	3367	2798	3193	2909
Tmie	164	161	136	198	144	126	154
Tmigd1	8	5	7	4	4	1	5
Tmigd3	1099	757	413	578	988	962	724
Tmlhe	245	299	213	236	300	225	214
Tmod1	2103	2342	1565	2214	1960	2025	2269
Tmod2	11048	11059	12185	12968	12131	11628	10806
Tmod3	1513	1638	1392	1735	1464	1518	1412
Tmod4	7	7	7	10	11	12	6
Tmpo	5762	5728	5450	6456	5910	5660	5635
Tmppe	937	1076	876	1185	1050	1123	939
Tmprss11a	9	7	7	4	6	6	9
Tmprss11b	61	51	81	57	59	66	34
Tmprss11c	0	0	0	0	0	0	0
Tmprss11d	9	8	9	8	8	8	2
Tmprss11e	0	0	0	0	0	0	0
Tmprss11f	0	0	0	0	0	0	0
Tmprss11g	12	20	28	21	22	21	21
Tmprss12	0	0	1	0	0	0	1
Tmprss13	3	1	1	3	4	4	1
Tmprss15	0	1	2	1	1	0	0
Tmprss2	613	711	616	792	682	411	927
Tmprss3	3	2	0	3	2	0	2
Tmprss4	1768	1817	1383	2052	2226	1570	2042
Tmprss5	47	18	35	29	10	39	15
Tmprss6	95	186	137	169	165	131	128
Tmprss7	2	7	5	2	5	2	7
Tmprss9	11	30	11	25	17	23	31
Tmsb10	1089	1074	799	1333	1178	1012	1044
Tmsb15a	0	0	0	0	0	0	1
Tmsb15b1	343	291	301	265	379	232	294
Tmsb15b2	1685	725	1412	748	1505	1253	1158
Tmsb15l	342	164	269	158	263	314	279
Tmsb4x	8006	6233	5716	5963	6988	5448	6319
Tmtc1	1919	2158	1792	2202	1757	1470	1734
Tmtc2	1435	1649	1269	1584	1506	1335	1578
Tmtc3	4093	5804	6420	7382	5163	6751	4608
Tmtc4	1413	1364	1069	1108	1499	1498	1386
Tmub1	745	775	495	731	835	748	669
Tmub2	2202	2451	1593	2349	2100	1950	2179
Tmx1	5606	6231	5033	6652	5856	5577	6037
Tmx2	3000	3263	2347	3174	3117	2679	2728
Tmx3	3557	4008	3577	4272	4075	3475	3794
Tmx4	9582	11071	8991	11569	10117	8513	9668
Tnc	33	8	41	15	11	17	10
Tnf	4	0	3	1	1	2	1
Tnfaip1	2860	2854	2104	2804	2520	2923	2430
Tnfaip2	502	456	303	362	277	369	294
Tnfaip3	354	696	377	319	391	306	321
Tnfaip6	5	5	3	6	4	8	2
Tnfaip8	885	848	764	893	989	1035	754
Tnfaip8l1	39	30	36	44	37	46	35
Tnfaip8l2	37	21	15	18	20	13	30
Tnfaip8l3	162	144	132	157	135	143	123
Tnfrsf10b	236	267	243	269	158	202	175
Tnfrsf11a	562	693	372	676	555	448	692
Tnfrsf11b	711	767	382	405	564	786	442
Tnfrsf12a	226	273	186	257	221	235	253
Tnfrsf13b	21	10	10	11	7	16	21
Tnfrsf13c	3	2	2	7	4	2	7
Tnfrsf14	145	112	117	151	97	110	99
Tnfrsf17	1	0	0	0	0	0	0
Tnfrsf18	71	152	142	198	80	151	100
Tnfrsf19	37	14	34	25	11	23	23
Tnfrsf1a	3259	4044	2105	4119	3156	2579	3746
Tnfrsf1b	156	110	139	173	107	102	150
Tnfrsf21	1005	1210	849	1118	1002	857	1306
Tnfrsf22	554	522	710	682	613	627	420
Tnfrsf23	360	492	444	560	402	506	351
Tnfrsf25	21	17	8	18	8	32	10
Tnfrsf26	75	91	50	80	64	50	48
Tnfrsf4	12	21	24	29	23	24	16
Tnfrsf8	0	0	0	0	1	0	1
Tnfrsf9	325	243	227	280	365	347	329
Tnfsf10	1086	834	659	758	638	558	836
Tnfsf11	0	0	0	0	0	0	0
Tnfsf12	1098	1194	734	1100	1057	933	1236
Tnfsf13	26	18	26	45	30	25	31
Tnfsf13b	79	45	51	41	44	53	43
Tnfsf14	1	0	0	1	1	1	0
Tnfsf15	6	5	5	7	9	12	1
Tnfsf18	1	0	0	1	0	9	0
Tnfsf4	0	0	0	0	0	0	0
Tnfsf8	6	3	3	5	1	4	7
Tnfsf9	73	65	53	68	58	84	58
Tnfsfm13	403	504	350	439	396	329	427
Tnik	1632	2443	2004	2955	2121	1549	2029
Tnip1	1390	1428	925	1354	1188	1080	1221
Tnip2	602	777	536	820	584	649	641
Tnip3	10	5	8	4	3	8	5
Tnk1	925	972	685	1035	715	918	901
Tnk2	3769	4203	3159	3998	3495	3202	4646
Tnks	4939	4936	5252	6142	4830	5485	4525
Tnks1bp1	2471	4108	2685	4932	3058	2032	2701
Tnks2	11438	11539	10723	12863	11406	11003	11104
Tnmd	0	0	0	0	0	0	0
Tnn	0	0	1	3	1	1	4
Tnnc1	71	81	95	107	95	92	84
Tnnc2	1	1	0	0	0	0	0
Tnni1	3	2	2	4	1	0	1
Tnni2	3	2	0	0	1	2	0
Tnni3	2	3	1	9	2	4	3
Tnni3k	5	5	4	2	5	3	7
Tnnt1	2	3	1	3	2	2	2
Tnnt2	2	5	3	7	0	5	6
Tnnt3	0	0	0	0	0	0	0
Tnp1	0	1	0	0	0	1	1
Tnp2	0	1	0	0	2	2	0
Tnpo1	12217	12025	11941	14046	13238	12034	12313
Tnpo2	4310	4258	3486	4645	3731	4344	3840
Tnpo3	4201	4376	3432	4586	4074	3759	3816
Tnr	8883	8012	11412	10473	9642	7071	7652
Tnrc18	4098	3614	4087	4657	3840	4021	3718
Tnrc6a	7004	9646	8968	11922	8799	7725	7359
Tnrc6b	3447	2744	4430	4391	4376	2945	2848
Tnrc6c	2862	2611	3412	3450	3161	3256	2584
Tns1	1619	1610	2127	1824	1284	1254	1174
Tns2	4144	5832	3721	5337	4361	3448	4989
Tns3	8059	8952	8929	9445	7998	8337	8588
Tns4	11	5	10	7	3	9	11
Tnxa	0	0	0	0	0	1	0
Tnxb	139	73	184	85	103	146	93
Tob1	3680	3820	4046	4344	4427	4377	4188
Tob2	1585	1726	1501	1951	1695	1755	1622
Toe1	730	815	683	914	801	779	795
Tollip	8307	9394	7152	9673	9098	7515	9215
Tom1	2387	2298	1699	2230	2347	2163	2393
Tom1l1	1171	1146	1038	1314	1206	1353	1006
Tom1l2	6412	7341	5784	7353	6429	5834	6648
Tomm20	6121	6991	5752	6876	7010	4682	6737
Tomm20l	0	0	0	0	2	0	0
Tomm22	1744	1790	1532	1846	1788	1573	1586
Tomm34	2529	3224	1786	2646	2315	2439	2487
Tomm40	1403	1487	1161	1510	1293	1365	1371
Tomm40l	1376	1506	1056	1589	1274	1319	1392
Tomm5	723	655	513	614	708	647	633
Tomm6	2182	2270	1421	2125	2089	1580	2053
Tomm7	1769	1747	1180	1586	1646	1419	1456
Tomm70a	3968	4515	3457	4749	4157	3627	4094
Tomt	15	30	8	7	7	4	15
Tonsl	2907	3213	2044	3069	2662	2546	2744
Top1	6051	5578	5442	6449	6346	6826	4577
Top1mt	100	108	70	108	95	53	77
Top2a	302	108	262	366	168	571	351
Top2b	4716	5392	4922	6243	4661	4095	4757
Top3a	395	483	347	471	383	361	387
Top3b	1755	1998	1582	2170	1589	1920	1678
Topaz1	1	0	0	0	0	0	0
Topbp1	818	747	847	926	739	919	833
Topors	1703	2004	1724	1996	1991	1762	1632
Toporsl	0	0	0	0	0	0	0
Toporsos	193	164	137	202	214	175	175
Tor1a	1350	1686	1072	1559	1393	1305	1389
Tor1aip1	4917	5732	4913	6201	5508	5034	5927
Tor1aip2	8643	12582	8131	12525	9851	7919	10008
Tor1b	4764	5351	3992	5326	4512	4885	4801
Tor2a	1938	2090	1569	2233	1917	1805	2189
Tor3a	3911	3595	2647	3370	3774	3472	3797
Tor4a	1918	2621	1537	2254	2008	1900	1991
Tox	970	1570	1354	1676	1346	643	876
Tox2	117	140	133	145	90	78	96
Tox3	3435	3221	2900	3642	2949	2958	3355
Tox4	4505	5230	3872	5299	4542	4478	4393
Tpbg	11	16	10	12	9	13	16
Tpbgl	118	189	88	178	90	90	112
Tpbpa	0	0	0	0	0	0	0
Tpbpb	0	0	0	0	0	0	0
Tpcn1	2688	2738	2647	3208	2766	3192	2814
Tpcn2	218	254	269	313	198	253	261
Tpd52	12954	13954	9685	13150	14091	11289	13281
Tpd52-ps	1	0	1	1	0	1	1
Tpd52l1	367	418	251	374	354	287	318
Tpd52l2	2214	2008	1615	2151	2079	1977	1933
Tpgs1	1005	1073	786	1057	1044	897	989
Tpgs2	686	695	525	647	603	755	615
Tph1	963	664	223	349	321	2401	357
Tph2	754	832	613	896	1134	897	775
Tpi-rs11	0	0	0	0	0	0	0
Tpi-rs2	0	1	0	0	0	0	0
Tpi-rs8	0	0	0	0	0	0	0
Tpi1	5618	5905	3790	5616	5433	4824	5431
Tpk1	527	565	490	573	560	587	516
Tpm1	2647	3195	2417	3500	2483	2723	3009
Tpm2	126	82	94	99	70	101	77
Tpm3	4949	5600	4058	5769	4685	4991	4685
Tpm3-rs2	0	0	0	0	0	0	0
Tpm3-rs7	12	10	0	0	9	3	6
Tpm4	3422	3521	2824	3378	3221	3430	3318
Tpmt	56	62	52	62	50	36	52
Tpo	42	55	24	22	55	48	39
Tpp1	2744	2914	2326	2638	2424	3177	2203
Tpp2	2552	2756	2674	3091	2783	3026	2598
Tppp	113	113	85	105	102	96	74
Tppp2	0	0	0	0	0	0	0
Tppp3	560	642	552	617	544	375	387
Tpr	7052	6273	7560	8515	8260	7787	6530
Tpra1	1469	1748	1203	1743	1282	1790	1392
Tprg	0	0	1	1	0	2	0
Tprgl	5049	5740	3845	5190	4826	4224	4971
Tprkb	1114	1214	939	1282	1168	1218	1065
Tprn	374	378	259	382	281	371	313
Tpsab1	0	0	0	0	0	0	0
Tpsb2	0	0	0	0	0	0	1
Tpsg1	0	0	0	0	0	0	0
Tpst1	1970	1874	1488	1935	1983	1385	1752
Tpst2	3204	4018	3225	4373	4042	2835	4108
Tpt1	44365	42117	34846	43540	42038	34587	40240
Tpt1-ps1	0	0	0	1	0	1	0
Tpt1-ps2	0	2	2	0	1	0	0
Tpt1-ps3	6004	6033	4742	5799	5656	4974	5774
Tpt1-ps4	2	2	0	1	0	0	0
Tpt1-ps5	2	5	3	4	3	4	1
Tpt1-ps6	3	11	17	15	21	5	18
Tpte	1	0	3	1	1	0	0
Tpx2	127	38	75	119	52	172	143
Tra2a	1513	1330	1751	1436	1830	2846	960
Tra2b	4267	4613	4387	5203	4798	5086	3674
Tra2b-ps	0	0	0	0	0	0	0
Trabd	7969	7904	5359	8891	6566	7678	7569
Trabd2b	104	65	74	73	102	100	65
Trac	26	47	14	16	9	19	14
Tradd	496	449	348	468	474	470	389
Traf1	24	11	13	11	8	20	12
Traf2	774	790	580	769	644	779	638
Traf3	3352	3086	2876	3801	2929	3127	3402
Traf3ip1	455	440	426	462	433	535	427
Traf3ip2	847	1167	886	1140	867	907	1080
Traf3ip3	18	14	8	12	8	8	4
Traf4	295	420	353	406	353	378	341
Traf5	628	617	803	646	661	538	612
Traf6	2433	2859	2404	2915	2616	2442	2604
Traf7	2103	2299	1917	2470	1851	2043	2084
Trafd1	2133	2654	1872	2937	2011	2150	2324
Traip	10	15	18	20	13	20	28
Traj1	0	0	0	0	0	0	0
Traj11	0	0	0	0	0	0	0
Traj12	0	0	0	0	0	0	0
Traj13	0	0	0	0	0	0	0
Traj14	0	0	0	0	0	0	0
Traj15	0	0	0	0	0	0	0
Traj16	0	0	0	0	0	0	0
Traj17	0	0	0	0	0	0	0
Traj18	0	0	0	0	0	0	0
Traj19	0	0	0	0	0	0	0
Traj2	0	0	0	0	0	0	0
Traj20	0	0	0	0	0	0	0
Traj21	0	0	0	0	0	0	0
Traj22	0	0	0	0	0	0	0
Traj23	0	0	0	0	0	0	0
Traj24	0	0	0	0	0	0	0
Traj25	0	0	0	0	0	0	0
Traj26	0	0	0	0	0	0	0
Traj27	0	0	0	0	0	0	0
Traj28	0	0	0	0	0	0	0
Traj29	0	0	0	0	0	0	0
Traj3	0	0	0	0	0	0	0
Traj30	0	0	0	0	0	0	0
Traj31	0	0	0	0	0	0	0
Traj32	0	0	0	0	0	0	0
Traj33	0	0	0	0	0	0	0
Traj34	0	0	0	0	0	0	0
Traj35	0	0	0	0	0	0	0
Traj36	0	0	0	0	0	0	0
Traj37	0	0	0	0	0	0	0
Traj38	0	0	0	0	0	0	0
Traj39	0	0	0	0	0	0	0
Traj4	0	0	0	0	0	0	0
Traj40	0	0	0	0	0	0	0
Traj41	0	0	0	0	0	0	0
Traj42	0	0	0	0	0	0	0
Traj43	0	0	0	0	0	0	0
Traj44	0	0	0	0	0	0	0
Traj45	0	0	0	0	0	0	0
Traj46	0	0	0	0	0	0	0
Traj47	0	0	0	0	0	0	0
Traj48	0	0	0	0	0	0	0
Traj49	0	0	0	0	0	0	0
Traj5	0	0	0	0	0	0	0
Traj50	0	0	0	0	0	0	0
Traj51	0	0	0	0	0	0	0
Traj52	0	0	0	0	0	0	0
Traj53	0	0	0	0	0	0	0
Traj54	0	0	0	0	0	0	0
Traj55	0	0	0	0	0	0	0
Traj56	0	0	0	0	0	0	0
Traj57	0	0	0	0	0	0	0
Traj58	0	0	0	0	0	0	0
Traj59	0	0	0	0	0	0	0
Traj6	0	0	0	0	0	0	0
Traj60	0	0	0	0	0	0	0
Traj61	0	0	0	0	0	0	0
Traj7	0	0	0	0	0	0	0
Traj8	0	0	0	0	0	0	0
Traj9	0	0	0	0	0	0	0
Trak1	4614	5261	4559	5740	4973	4711	5045
Trak2	2472	2575	2393	2986	2299	2637	2529
Tram1	17581	20074	14369	21399	17403	15943	16943
Tram1l1	101	137	108	208	172	116	135
Tram2	439	925	526	952	570	412	574
Trank1	30	22	33	23	17	13	9
Trap1	2176	2409	1878	2322	2319	2046	2248
Trap1a	2	4	1	1	0	0	1
Trappc1	1514	1384	1085	1492	1424	1345	1461
Trappc10	4545	4945	4004	5284	4439	4257	5142
Trappc11	4319	4725	3860	5002	4372	4778	4500
Trappc12	2288	2559	1849	2591	2409	2275	2387
Trappc13	3080	3436	2892	3519	3377	3507	2845
Trappc2	1362	1518	1060	1417	1411	1365	1305
Trappc2l	1873	1861	1188	1678	1873	1625	1798
Trappc3	2510	2783	1843	2685	2638	2019	2558
Trappc3l	0	0	0	0	0	0	0
Trappc4	1521	1536	1089	1418	1535	1428	1389
Trappc5	1120	1154	937	1240	1066	1214	966
Trappc6a	743	735	479	678	688	583	609
Trappc6b	3594	4067	3069	4060	4010	2996	3806
Trappc8	2806	2757	2417	3134	2563	2759	2636
Trappc9	3819	4153	3277	4322	4013	3280	3816
Trat1	3	2	0	1	2	0	0
Trav1	0	0	0	0	0	0	0
Trav10	0	0	0	0	0	0	0
Trav10d	0	0	0	0	0	0	0
Trav10n	0	0	0	0	0	0	0
Trav11	0	0	0	0	0	0	0
Trav11d	0	0	0	0	0	0	0
Trav11n	0	0	0	0	0	0	0
Trav12-1	1	0	0	0	0	0	0
Trav12-2	0	0	0	0	0	0	0
Trav12-3	0	0	0	0	0	0	0
Trav12-4	0	0	0	0	0	0	0
Trav12d-1	0	0	0	0	0	0	0
Trav12d-2	0	0	0	0	0	0	0
Trav12d-3	0	0	0	0	0	0	0
Trav12n-1	0	0	0	0	0	0	0
Trav12n-2	0	0	0	0	0	0	0
Trav12n-3	0	0	0	0	0	0	0
Trav13-1	0	0	1	0	1	0	1
Trav13-2	0	0	0	0	0	0	0
Trav13-3	0	0	0	0	0	0	0
Trav13-4-dv7	0	0	1	0	0	0	0
Trav13d-1	0	0	0	0	0	0	0
Trav13d-2	0	0	0	0	0	0	0
Trav13d-3	0	0	0	0	0	0	0
Trav13d-4	0	0	0	0	0	0	0
Trav13n-1	0	0	0	0	0	1	0
Trav13n-2	0	0	0	0	0	0	0
Trav13n-3	0	0	0	0	0	0	0
Trav13n-4	0	0	0	0	0	0	0
Trav14-1	0	0	0	0	0	0	0
Trav14-2	0	0	0	0	0	0	0
Trav14-3	0	0	0	0	0	0	0
Trav14d-1	0	0	0	0	0	0	0
Trav14d-2	0	0	0	0	0	0	0
Trav14d-3-dv8	0	0	0	0	0	0	0
Trav14n-1	0	0	0	0	0	0	0
Trav14n-2	0	0	0	0	0	0	0
Trav14n-3	0	0	0	0	0	0	0
Trav15-1-dv6-1	0	0	0	0	0	0	0
