	GSM2670763	GSM2670764	GSM2670765	GSM2670766	GSM2670767	GSM2670768	GSM2670769	GSM2670770	GSM2670771	GSM2670772	GSM2670773	GSM2670774	GSM2670775	GSM2670776	GSM2670777	GSM2670778	GSM2670779	GSM2670780	GSM2670781
Slc2a8	140	59	53	63	26	161	57	63	29	40	97	20	4	97	0	11	26	16	13
Slc2a9	48	75	38	44	26	20	27	25	24	42	59	1	50	2	1	1	2	8	0
Slc30a1	249	170	131	299	65	259	287	103	68	144	174	60	117	57	33	58	71	33	27
Slc30a10	2	0	0	1	3	11	0	30	3	0	5	16	0	0	0	2	1	1	2
Slc30a2	0	0	8	0	6	2	0	0	0	0	0	0	0	0	0	11	3	9	10
Slc30a3	2	2	6	0	2	0	0	0	0	0	50	0	0	0	0	0	0	0	0
Slc30a4	95	34	87	52	59	131	80	116	20	119	176	85	77	270	3	36	11	4	30
Slc30a5	1068	650	282	829	512	1913	1330	169	468	553	52	87	173	63	279	102	96	56	112
Slc30a6	187	94	58	112	72	275	171	42	49	141	81	102	45	3	78	39	38	0	26
Slc30a7	977	897	570	994	516	1830	1320	305	502	795	722	245	626	777	495	573	675	400	462
Slc30a8	32	18	24	57	11	39	31	43	3	3493	0	3	0	3	0	4	0	0	8
Slc30a9	803	480	491	590	297	1363	437	475	289	478	331	454	272	314	274	308	216	121	188
Slc31a1	623	471	308	591	259	924	440	244	164	285	146	200	256	330	241	268	304	155	322
Slc31a2	276	302	186	474	144	593	260	281	192	261	59	154	183	67	171	193	157	36	104
Slc32a1	0	2	1	1	0	0	0	0	0	0	18	0	0	0	0	8	1	0	0
Slc33a1	94	83	57	96	37	107	59	33	44	248	93	43	125	26	133	105	221	139	94
Slc34a1	1	0	0	1	0	9	0	14	0	0	0	0	0	0	0	0	0	0	0
Slc34a2	9	0	15	2	0	0	0	0	0	0	691	2	339	119	2	1	0	0	0
Slc34a3	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
Slc35a1	154	90	65	109	62	261	69	7	30	143	32	65	3	0	9	21	14	8	22
Slc35a2	285	208	206	275	78	431	273	53	160	216	226	144	190	120	1	201	180	62	111
Slc35a3	403	297	186	365	175	579	297	319	111	255	131	237	303	450	338	245	267	181	199
Slc35a4	1105	621	374	607	332	1744	510	335	421	505	345	327	175	825	77	501	539	194	309
Slc35a5	140	177	114	151	55	260	191	275	155	245	113	61	38	20	9	71	95	18	85
Slc35b1	337	583	322	739	190	631	259	192	443	1118	405	418	453	370	157	248	178	43	283
Slc35b2	328	321	195	285	105	449	288	171	454	219	391	261	359	201	197	325	306	216	256
Slc35b3	63	84	68	56	23	137	22	36	61	89	33	2	69	0	0	19	32	44	15
Slc35b4	1340	639	400	836	370	2081	634	338	589	776	115	273	150	354	54	193	267	163	209
Slc35c1	721	508	275	556	230	1451	694	371	327	514	282	64	222	384	323	300	309	278	321
Slc35c2	423	339	321	399	289	949	322	284	361	231	200	116	228	118	612	519	498	327	473
Slc35d1	215	210	225	240	132	432	192	183	117	167	186	140	197	208	30	138	182	127	93
Slc35d2	115	87	98	127	83	220	130	80	210	115	91	52	85	57	15	76	64	30	77
Slc35d3	1	0	1	0	1	1	0	0	0	146	0	0	6	0	67	0	0	0	0
Slc35e1	865	426	389	644	326	1074	764	122	825	646	534	510	456	237	399	530	452	286	526
Slc35e2	837	740	611	967	413	1518	634	666	705	809	596	700	714	583	128	413	672	331	402
Slc35e3	236	152	74	230	65	243	114	127	41	103	113	73	118	26	0	35	65	1	18
Slc35e4	67	78	41	70	27	190	9	182	0	47	209	90	266	338	35	49	69	57	76
Slc35f1	18	13	60	21	25	47	40	56	3	21	17	2	25	14	9	6	20	10	8
Slc35f2	0	0	7	0	0	0	0	0	0	0	0	0	27	0	0	12	0	0	5
Slc35f3	22	9	11	5	11	89	9	4	1	7	10	10	20	3	91	12	7	3	10
Slc35f4	2	0	0	2	2	10	7	2	0	0	0	1	0	0	1	6	0	2	0
Slc35f5	231	196	151	234	69	372	185	93	93	315	64	7	92	45	0	8	27	19	36
Slc35f6	1261	956	468	1193	429	1986	1018	393	795	443	1328	582	874	641	495	541	405	252	452
Slc35g1	134	79	79	106	68	233	150	214	123	312	65	135	154	57	45	90	44	6	78
Slc35g2	3	8	5	6	0	9	0	16	0	55	0	0	36	0	0	0	43	4	5
Slc35g3	2	1	1	3	0	0	0	0	0	2	0	21	0	0	0	8	14	0	1
Slc36a1	1829	1294	822	1758	539	3462	1384	306	310	652	294	293	274	46	12	124	106	82	142
Slc36a2	41	41	44	37	18	51	51	17	0	12	0	0	10	0	0	2	1	0	0
Slc36a3	14	1	0	11	5	0	1	0	0	0	0	0	0	0	1	33	16	24	10
Slc36a4	381	365	167	379	140	499	296	154	46	214	191	151	428	67	209	30	122	56	98
Slc37a1	98	74	86	93	190	963	308	54	32	351	19	10	4	0	118	246	267	71	125
Slc37a2	153	250	170	324	91	323	164	294	454	176	259	188	296	156	1	37	33	3	1
Slc37a3	37	72	18	73	22	53	23	2	1	288	39	2	118	96	39	174	169	160	159
Slc37a4	66	37	33	74	26	69	46	0	17	145	7	32	60	94	0	21	18	6	15
Slc38a1	2728	1919	1085	2490	1314	5861	2736	412	1080	400	1165	860	1026	892	1072	964	1127	1056	957
Slc38a10	835	585	442	543	203	1262	601	546	485	813	231	362	232	458	457	242	391	223	369
Slc38a11	74	118	141	192	42	124	101	213	204	161	260	401	350	82	9	26	41	15	27
Slc38a2	2549	1523	1026	1754	649	3180	1280	474	1509	832	1283	710	1003	574	729	579	808	458	597
Slc38a3	1	0	2	6	0	0	2	0	0	1	0	0	1	0	1	2	0	16	0
Slc38a4	106	20	29	65	17	11	25	11	0	2418	1	11	20	0	3	0	0	0	2
Slc38a5	10	6	2	11	4	14	23	14	1	266	0	1	1	21	16	27	20	32	16
Slc38a6	4674	3628	4011	4415	2391	11430	5252	2888	2997	3659	2936	2110	2880	1556	2638	2767	2921	1689	1844
Slc38a7	721	537	331	615	305	1549	723	428	180	304	396	95	220	48	105	163	114	192	66
Slc38a8	37	41	17	17	14	60	12	16	36	15	30	8	37	3	2	21	13	0	6
Slc38a9	563	479	373	634	264	1049	433	394	428	255	547	226	444	177	25	201	298	100	90
Slc39a1	2508	1480	957	1519	392	1497	743	2603	4146	738	4721	3914	3956	2305	267	346	785	454	353
Slc39a1-ps	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc39a10	1047	568	392	763	232	1326	661	169	295	400	300	298	509	697	249	181	129	229	219
Slc39a11	268	284	206	320	109	425	219	204	175	152	158	82	203	189	19	77	42	22	42
Slc39a12	0	0	6	2	1	4	13	57	0	0	68	51	9	75	0	0	3	0	0
Slc39a13	467	250	157	366	146	633	209	102	564	269	195	188	294	154	319	176	194	256	155
Slc39a14	313	221	141	288	132	545	204	161	84	206	1248	1437	2183	1675	138	62	127	8	67
Slc39a2	3	4	10	9	1	32	17	20	1	4	4	3	3	0	2	6	20	0	9
Slc39a3	118	92	64	153	48	175	133	4	177	133	72	90	47	33	44	44	82	12	44
Slc39a4	23	25	26	59	28	79	75	47	0	24	0	0	9	0	0	15	6	5	6
Slc39a5	6	0	0	1	0	1	2	0	0	0	0	8	30	0	344	11	3	0	1
Slc39a6	790	486	280	573	211	884	387	255	447	452	225	102	146	271	114	176	181	42	51
Slc39a7	693	507	358	728	152	905	341	203	358	1118	401	112	189	425	219	311	352	372	251
Slc39a8	204	238	240	179	140	286	121	209	12	165	56	89	152	117	5	39	71	70	29
Slc39a9	620	382	292	513	273	1362	557	415	348	740	169	223	251	76	165	169	144	308	250
Slc3a1	0	0	2	0	6	3	0	0	0	10	29	0	2	0	0	14	0	0	4
Slc3a2	4029	3616	2599	4095	1689	5601	3500	4028	5179	2524	3674	3726	4154	2684	1151	2117	2443	1676	1861
Slc40a1	452	290	155	355	84	287	89	72	156	249	11	51	47	33	11	18	4	4	10
Slc41a1	584	290	210	347	147	1257	334	503	358	235	1751	2049	1445	1386	3204	2296	2727	1864	1961
Slc41a2	191	173	209	188	139	556	254	319	141	214	425	334	623	257	299	187	206	234	229
Slc41a3	238	163	121	270	110	656	223	212	161	170	110	122	59	0	117	116	116	1	48
Slc43a1	6	4	14	13	2	6	8	35	19	8	16	2	3	0	0	11	4	1	1
Slc43a2	2743	2176	1516	2332	1258	7041	2816	1439	1512	2487	1015	906	1120	969	213	396	254	486	353
Slc43a3	843	331	282	443	405	953	499	266	589	465	13	290	141	17	173	69	35	57	44
Slc44a1	375	207	214	233	114	353	368	175	60	514	503	370	556	361	736	480	420	286	493
Slc44a2	878	697	424	767	386	1993	866	773	482	428	178	328	197	266	512	459	460	313	239
Slc44a3	51	10	27	24	8	75	34	32	13	305	11	4	40	1	1	2	17	2	7
Slc44a4	3	0	21	5	7	0	20	0	0	10	0	0	0	0	27	6	0	2	0
Slc44a5	0	0	2	4	0	5	0	0	0	0	0	0	7	0	0	16	0	0	2
Slc45a1	72	29	8	13	44	161	31	59	13	12	0	0	15	1	35	29	36	10	10
Slc45a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc45a3	4	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	17	0	0
Slc45a4	971	499	229	684	303	1922	803	184	438	217	240	62	318	154	0	67	164	102	88
Slc46a1	124	111	74	158	50	126	65	73	61	67	0	3	19	0	22	0	33	0	0
Slc46a2	33	14	22	27	21	85	18	35	63	12	11	14	39	7	0	18	15	1	11
Slc46a3	239	148	126	105	92	784	294	69	0	155	38	112	31	29	1563	1903	1207	1465	1877
Slc47a1	3	14	13	7	1	5	3	0	22	0	0	18	0	2	0	2	1	0	1
Slc47a2	0	0	3	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0
Slc48a1	903	699	493	729	323	1010	465	472	741	509	1212	895	916	850	519	324	409	156	336
Slc4a1	1	1	17	7	2	7	4	0	0	0	0	0	11	0	50	2	0	0	2
Slc4a10	5	0	15	1	0	1	0	0	0	57	0	4	0	152	0	0	28	0	0
Slc4a11	33	19	21	61	4	41	12	0	0	5	158	142	283	155	0	10	12	20	2
Slc4a1ap	357	340	246	441	198	758	399	223	258	348	505	208	187	187	229	169	99	174	111
Slc4a2	652	284	229	447	134	828	222	295	237	332	256	298	342	300	650	354	794	166	255
Slc4a3	83	42	46	42	38	228	72	41	0	193	35	1	37	1	82	37	81	91	29
Slc4a4	33	23	30	43	13	17	60	0	1	289	11	16	73	0	0	15	6	1	12
Slc4a5	0	5	0	1	10	8	1	0	0	1	24	1	70	0	47	13	10	0	27
Slc4a7	923	613	364	770	419	1001	756	731	674	1228	331	475	696	339	52	199	253	193	136
Slc4a8	9	2	32	16	7	12	15	8	54	391	41	45	179	0	941	578	681	887	592
Slc4a9	0	0	3	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
Slc50a1	154	102	168	254	66	282	114	323	373	283	61	35	71	37	189	144	90	58	46
Slc51a	18	5	4	1	2	23	1	0	25	0	8	0	19	92	0	13	1	0	0
Slc51b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc52a2	70	37	75	36	16	166	94	0	11	49	28	15	16	106	319	170	71	42	74
Slc52a3	21	3	13	8	7	11	7	0	0	1	91	40	55	1	0	24	9	0	16
Slc5a1	16	17	12	5	3	1	0	0	0	0	0	0	0	0	0	5	5	0	0
Slc5a10	1	0	0	0	0	0	7	0	0	1	0	0	10	0	0	8	0	4	0
Slc5a11	12	1	8	9	5	38	19	35	0	1	7	0	0	0	0	0	1	0	1
Slc5a12	6	1	15	5	4	31	1	22	2	7	2	54	2	0	1	15	4	1	3
Slc5a2	9	1	3	31	5	84	2	0	0	4	2	0	0	0	9	1	3	0	10
Slc5a3	353	306	235	373	91	637	191	40	186	206	551	567	470	376	179	78	263	219	70
Slc5a4a	0	0	4	0	0	2	27	0	0	0	0	0	0	0	0	0	0	0	1
Slc5a4b	34	22	31	23	15	80	40	55	105	74	8	7	30	11	13	12	16	2	13
Slc5a5	6	1	1	0	0	0	0	0	0	5	0	0	23	0	0	0	10	0	7
Slc5a6	50	31	11	47	6	121	47	34	0	43	0	1	0	0	10	20	60	2	8
Slc5a7	1	0	1	0	2	0	16	1	0	0	0	0	0	0	0	0	0	0	0
Slc5a8	1	1	5	1	1	1	0	0	5	1	0	0	1	0	0	0	1	0	0
Slc5a9	0	0	2	0	1	0	1	0	0	30	0	0	24	0	0	0	0	0	1
Slc6a1	7	8	17	13	13	23	8	9	9	15	9	8	11	3	1	1	5	27	3
Slc6a11	0	0	0	0	4	13	7	7	0	0	0	0	0	0	0	0	1	0	1
Slc6a12	2	6	2	4	5	0	1	0	0	12	36	0	0	0	0	3	6	51	35
Slc6a13	0	1	3	0	7	10	0	21	5	0	28	0	9	0	37	64	42	7	160
Slc6a14	0	0	3	0	3	11	0	0	0	0	44	35	18	0	0	0	0	0	1
Slc6a15	4	0	3	1	1	3	1	0	0	8	0	15	9	0	0	0	0	0	1
Slc6a16	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a17	35	19	52	34	19	86	32	8	7	590	41	9	31	0	13	36	10	9	17
Slc6a18	30	38	76	38	20	51	12	5	10	30	27	7	9	51	7	3	34	1	10
Slc6a19	0	0	10	0	1	0	0	0	0	20	0	0	0	0	0	18	0	0	0
Slc6a2	96	145	185	237	109	264	325	316	252	144	351	357	490	95	35	82	61	30	60
Slc6a20a	0	6	12	0	0	5	0	0	4	3	0	0	6	0	0	33	31	7	40
Slc6a20b	26	29	21	54	14	104	58	24	76	37	8	11	16	10	6	24	57	28	72
Slc6a3	2	0	22	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Slc6a4	2	0	1	0	2	2	0	0	0	0	0	25	32	41	0	0	2	2	0
Slc6a5	74	35	140	40	110	307	94	93	147	32	132	76	90	38	216	210	207	160	171
Slc6a6	8521	5489	3384	6129	4437	18429	9162	4571	4697	4152	6275	5943	6927	5442	4382	5011	6088	4393	5439
Slc6a7	0	0	0	0	2	0	0	0	0	0	7	0	22	1	0	20	21	10	4
Slc6a8	315	354	177	382	223	518	431	342	151	253	149	68	139	1	65	104	74	16	77
Slc6a9	30	13	20	22	10	19	21	4	23	25	27	2	16	0	1	56	1	3	5
Slc7a1	1237	1006	567	957	546	2419	1202	528	1352	981	1952	1657	1438	1262	1209	1166	1420	582	809
Slc7a10	1	1	0	2	1	3	1	2	1	24	0	0	5	17	120	0	0	1	1
Slc7a11	718	994	804	778	445	1364	854	718	645	217	1098	1013	1515	1120	93	142	122	73	91
Slc7a12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc7a13	17	26	297	16	49	112	29	156	122	15	102	118	176	139	33	35	73	39	39
Slc7a14	168	241	150	195	107	342	165	138	526	5718	228	126	245	135	22	101	203	27	39
Slc7a15	46	41	42	76	44	198	69	22	0	77	0	0	2	1	0	7	3	0	0
Slc7a2	514	325	224	368	160	582	277	179	173	4102	129	160	291	25	26	74	54	21	41
Slc7a3	10	1	6	2	0	0	0	0	0	14	24	0	0	0	0	1	10	12	3
Slc7a4	88	36	32	16	20	94	6	7	0	168	0	2	3	0	0	4	0	0	1
Slc7a5	1039	459	207	561	215	1037	430	157	979	633	71	23	173	177	960	328	370	126	309
Slc7a6	228	151	82	188	63	264	136	44	122	135	46	95	77	13	261	264	313	117	181
Slc7a6os	136	131	107	189	91	300	68	14	2	94	68	0	54	0	30	106	65	13	120
Slc7a7	661	616	372	806	274	1068	737	241	667	310	256	128	129	1	26	121	74	89	56
Slc7a8	4726	2456	1533	2819	2068	10418	3831	2440	4079	2937	554	863	848	865	689	887	974	618	741
Slc7a9	0	0	5	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Slc8a1	588	552	356	773	433	1965	733	339	270	494	60	104	145	0	33	181	102	161	76
Slc8a2	85	48	43	72	13	43	48	0	76	76	70	11	16	21	2	5	53	49	1
Slc8a3	6	0	6	1	4	7	4	3	5	2	1	0	1	0	12	2	6	0	15
Slc8b1	495	490	416	662	280	1403	521	587	562	187	771	534	532	881	3852	3648	3679	2834	3202
Slc9a1	1223	921	753	1066	698	3857	1359	773	930	756	1257	656	1113	1060	1794	1997	2166	2123	1699
Slc9a2	3	0	9	0	0	0	0	0	0	3	0	11	0	0	118	2	1	11	0
Slc9a3	1	2	2	0	0	7	0	0	0	4	0	2	0	0	0	2	0	0	10
Slc9a3r1	412	506	419	605	180	933	382	747	512	228	1447	1235	1256	921	281	433	448	134	314
Slc9a3r2	27	62	30	54	43	84	109	39	734	277	294	73	276	61	115	223	189	95	108
Slc9a4	4	10	14	15	12	72	6	0	1	0	576	425	453	247	0	17	25	1	21
Slc9a5	123	115	93	75	32	65	96	49	60	34	130	25	0	61	23	65	17	9	22
Slc9a6	378	345	187	369	208	982	278	147	85	184	139	55	277	47	143	103	206	0	46
Slc9a7	297	167	225	205	116	455	164	194	59	436	283	128	264	87	168	429	442	499	341
Slc9a8	886	652	476	651	331	1728	867	565	962	684	583	597	564	259	1052	489	526	610	705
Slc9a9	822	568	373	574	381	2052	943	743	296	288	283	247	392	244	777	1017	1007	650	770
Slc9b1	14	21	36	17	9	42	46	759	732	25	262	60	37	150	1	6	4	1	3
Slc9b2	318	176	152	161	143	677	214	138	89	79	66	40	92	25	155	441	259	130	299
Slc9c1	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	2
Slco1a1	4	3	10	3	2	19	11	9	0	11	0	0	7	23	15	11	27	0	12
Slco1a4	0	0	39	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Slco1a5	0	0	4	0	1	7	0	0	0	3	0	0	16	0	0	0	0	0	0
Slco1a6	189	109	162	183	140	482	252	284	143	179	138	83	110	33	295	269	240	73	153
Slco1b2	0	0	6	0	1	1	1	50	0	3	0	0	0	0	0	0	0	0	0
Slco1c1	1	0	5	0	3	21	0	0	0	0	0	3	0	0	0	0	0	0	0
Slco2a1	133	77	148	141	114	305	209	236	552	445	239	371	595	534	156	337	334	194	223
Slco2b1	1896	1328	1292	1526	924	5352	1985	1559	1779	1067	15	2	156	2	12	9	8	0	0
Slco3a1	134	177	161	292	71	216	110	2	98	222	227	284	418	53	887	1106	999	607	744
Slco4a1	54	32	22	23	25	104	9	0	0	46	39	0	0	0	89	60	37	75	3
Slco4c1	4	5	11	1	0	1	3	1	0	0	12	0	4	0	0	0	0	0	2
Slco5a1	49	22	43	30	37	78	62	2	2	29	87	103	325	136	1384	1158	1488	1044	1257
Slco6b1	1	0	2	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0
Slco6c1	123	105	220	133	96	297	143	140	213	128	75	95	163	103	11	89	62	60	42
Slco6d1	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Slf1	118	64	87	114	38	164	75	110	59	53	19	8	26	4	64	29	21	12	19
Slfn1	29	23	35	68	20	86	30	12	0	1	3	0	16	0	0	4	8	1	5
Slfn10-ps	80	57	29	65	41	147	139	81	156	39	117	135	61	97	77	18	30	16	62
Slfn14	3	1	0	1	1	1	4	1	7	2	0	0	5	0	0	7	1	0	2
Slfn2	775	956	635	936	476	1956	824	167	460	185	933	791	1377	845	166	301	257	54	263
Slfn3	62	29	17	80	23	121	30	30	0	33	1	0	48	23	0	16	4	7	9
Slfn4	24	13	34	24	11	34	2	1	0	3	0	1	5	0	0	4	1	0	3
Slfn5	509	850	523	1072	773	2753	1524	560	638	470	402	166	401	167	447	560	491	313	584
Slfn8	705	544	398	878	437	2769	1151	254	343	234	87	48	105	190	98	56	155	7	61
Slfn9	1157	847	1202	1005	693	2807	1628	417	563	616	298	266	408	309	194	212	160	238	180
Slfnl1	31	4	0	4	1	22	2	0	0	19	14	0	0	0	6	5	0	0	39
Slirp	311	515	403	433	127	468	236	183	550	515	416	90	281	79	120	82	87	52	72
Slit1	5	3	2	17	7	13	3	17	56	15	11	0	0	0	0	11	0	0	0
Slit2	31	20	56	18	27	68	40	20	86	30	62	52	24	105	24	17	9	7	13
Slit3	3	20	11	6	1	6	8	0	26	46	0	0	64	0	0	1	7	0	1
Slitrk1	0	3	0	0	0	1	0	0	0	4	31	0	0	0	0	0	0	0	1
Slitrk2	1	5	14	18	3	5	8	3	4	3	30	5	6	2	1	0	1	1	8
Slitrk3	7	1	3	2	1	22	4	0	1	1	8	11	1	0	0	1	0	2	1
Slitrk4	22	9	41	18	17	38	12	30	23	8	49	2	40	0	32	26	21	6	20
Slitrk5	1	0	0	0	0	0	8	0	0	3	0	0	0	0	0	4	0	0	1
Slitrk6	2	5	8	44	11	15	1	0	0	1408	0	0	0	0	0	0	0	0	0
Slk	5334	3685	2304	4695	2003	7991	4254	1923	3960	2468	2276	2397	4008	1627	1105	1556	1815	1091	1293
Slmap	816	755	440	904	386	1394	727	625	638	673	353	449	507	162	286	230	329	274	278
Slmo1	115	47	17	39	21	197	31	106	105	27	165	63	10	0	60	22	15	1	5
Slmo2	267	171	139	273	81	346	127	46	490	174	229	157	232	60	12	124	100	150	79
Sln	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Slpi	4	3	5	1	0	0	4	22	0	0	0	0	0	0	2	16	43	20	4
Sltm	855	1009	618	1285	379	1411	974	1093	1024	1442	922	647	875	229	422	395	357	178	326
Slu7	939	730	500	714	414	1854	912	430	554	697	623	446	543	296	94	329	281	217	327
Slurp1	0	0	1	0	1	34	0	0	0	0	0	0	0	0	0	12	0	0	7
Slurp2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slx1b	117	273	263	211	155	379	155	529	390	442	230	194	184	217	28	81	126	50	57
Slx4	567	302	183	394	234	980	369	195	339	344	148	84	130	149	47	176	199	116	138
Slx4ip	305	290	177	384	129	1047	230	394	251	231	285	58	113	151	112	297	247	102	196
Slxl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sly	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Smad1	553	383	322	557	336	1370	343	685	634	548	197	213	234	188	489	375	377	429	274
Smad2	835	581	379	765	261	1058	701	106	306	471	48	78	293	259	256	163	175	393	240
Smad3	926	542	337	607	418	1816	923	433	372	244	408	160	382	144	676	271	531	240	408
Smad4	2899	997	783	1224	716	4409	1574	474	770	1104	1170	461	1502	927	515	739	641	484	853
Smad5	823	427	393	637	312	1397	761	357	259	580	174	258	355	225	130	171	149	134	179
Smad6	28	24	13	24	3	35	39	35	10	7	16	0	28	175	0	2	0	1	0
Smad7	2102	1541	809	1528	989	4875	2112	1297	1618	398	827	723	620	615	96	332	393	394	117
Smad9	35	28	51	36	29	56	25	21	74	32	103	49	51	65	32	24	23	6	24
Smagp	48	50	16	46	20	39	41	14	219	36	17	0	9	7	89	141	126	70	137
Smap1	771	929	494	954	324	1827	664	206	519	538	425	258	367	180	50	243	235	426	329
Smap2	2383	1561	1096	2054	1064	4781	2017	846	1446	1939	1045	738	925	748	696	1388	1490	1368	1276
Smarca1	10	8	5	11	9	0	0	0	0	326	4	0	0	0	16	0	0	0	1
Smarca2	2680	1433	931	1644	1008	4636	1958	1825	1400	2230	1145	726	1123	637	914	1002	1240	763	983
Smarca4	6126	2349	1668	2936	1890	10343	4411	2949	4440	2916	2470	2489	2219	2656	2026	3530	3575	3344	3085
Smarca5	2000	1653	875	1737	577	2239	1094	1005	1740	1235	847	1065	1807	639	160	276	261	265	246
Smarca5-ps	0	0	0	0	0	4	0	0	0	4	0	0	3	0	0	0	0	0	0
Smarcad1	1333	980	613	1146	581	2396	1311	1217	1708	731	1431	1006	1295	811	259	529	520	321	513
Smarcal1	391	292	234	319	139	656	340	252	137	266	40	51	167	0	16	126	68	120	111
Smarcb1	872	598	747	707	563	1889	884	941	764	492	775	570	678	687	392	645	947	594	462
Smarcc1	2728	1806	1040	1986	889	4597	1742	1362	1786	1442	1027	892	1074	495	756	1038	979	610	904
Smarcc2	5071	2298	1624	2987	1636	8650	2934	2154	2075	3304	1343	1425	1867	1144	2200	2887	2421	2238	2111
Smarcd1	251	190	100	189	126	643	292	174	134	229	127	152	171	102	156	171	225	62	101
Smarcd2	245	268	226	360	77	423	178	82	278	196	217	127	84	66	16	158	175	89	119
Smarcd3	12	32	37	2	1	3	46	0	0	12	5	63	34	22	0	0	15	20	0
Smarce1	1541	1030	600	1117	447	1337	781	671	759	1103	1050	1531	1677	725	900	830	898	396	1073
Smarce1-ps1	0	0	0	9	0	0	0	8	0	0	1	0	2	0	2	0	0	0	0
Smc1a	2267	1582	998	1718	727	2522	1505	1039	1445	1297	624	817	893	325	359	605	539	259	475
Smc1b	1	0	6	2	1	6	4	2	31	24	3	1	1	136	0	0	1	0	0
Smc2	1053	656	441	946	287	994	494	263	506	569	271	544	405	19	134	120	91	88	118
Smc3	1091	1063	689	1070	414	1445	898	352	863	1185	760	431	1077	581	191	191	142	110	193
Smc4	1578	1075	885	1194	445	1869	1018	1016	2072	1078	1173	1022	1500	665	222	409	303	190	256
Smc5	647	544	269	614	195	578	331	150	176	304	277	84	286	263	97	141	97	108	163
Smc6	1495	1189	807	1222	338	1167	942	308	346	928	394	768	620	81	104	199	167	191	140
Smchd1	2192	1536	1135	1897	673	2794	1990	1285	2013	1080	1061	886	1065	983	441	431	643	316	451
Smco1	379	316	290	392	174	666	413	798	733	300	1179	777	890	814	96	188	281	112	164
Smco2	0	0	4	0	0	0	0	4	0	0	3	0	21	0	0	0	0	0	0
Smco3	0	0	0	1	0	0	2	14	5	3	0	0	0	0	0	2	0	0	0
Smco4	32	44	38	42	12	58	34	118	6	21	0	4	2	15	0	8	4	4	6
Smcp	0	8	7	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Smcr8	1306	1054	581	1416	602	2750	1260	428	480	620	394	579	451	247	303	676	868	422	482
Smdt1	261	317	277	492	117	419	110	380	428	386	791	503	604	861	88	118	127	153	126
Smek1	1420	1029	723	1153	375	1712	994	807	936	777	723	312	855	455	327	376	465	339	365
Smek2	1240	938	727	1323	525	1785	1191	465	1023	960	604	386	713	364	220	367	366	314	300
Smek3-ps	1	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
Smg1	6786	4376	2815	5784	2413	12646	6518	3508	5139	3523	2742	2478	3724	2094	2641	3038	3675	2474	2949
Smg5	883	560	372	689	325	1389	793	866	1194	338	720	1028	897	963	546	509	622	599	492
Smg6	903	541	401	621	343	1221	573	274	898	590	489	395	383	62	313	267	313	240	293
Smg7	3144	1948	1310	2403	1209	5480	2785	1364	2023	2360	1237	1625	1964	992	929	1606	1421	878	1190
Smg8	209	174	101	223	96	381	151	153	57	84	83	141	89	153	2	147	117	213	90
Smg9	446	279	218	290	223	671	365	448	286	248	160	232	349	86	98	174	350	289	128
Smgc	0	0	0	0	0	3	0	0	0	0	17	0	0	0	0	0	0	0	0
Smim1	155	145	106	143	92	289	152	258	46	268	26	80	88	124	65	33	36	10	28
Smim10l1	202	203	155	200	50	144	74	555	822	528	399	357	441	97	2	47	62	62	44
Smim10l2a	4	19	20	5	5	10	27	2	3	31	31	7	1	2	2	8	9	3	8
Smim11	77	63	104	100	19	57	29	24	104	105	140	75	93	51	12	16	23	8	13
Smim12	98	74	53	65	30	180	28	90	158	84	39	43	40	0	8	15	56	8	8
Smim13	176	259	135	228	77	371	129	113	99	112	96	56	43	42	25	36	8	6	15
Smim14	1504	1626	986	1898	963	4146	1795	1609	1564	2033	465	300	681	155	497	397	405	281	286
Smim15	1057	345	350	404	174	706	237	33	143	211	141	185	285	78	1	125	46	74	83
Smim17	2	1	3	1	0	0	4	0	0	9	14	0	0	0	0	0	0	0	0
