	GSM4253927	GSM4253928	GSM4253929	GSM4253930	GSM4253931	GSM4253932	GSM4253933	GSM4253934	GSM4253935	GSM4253936	GSM4253937	GSM4253938	GSM4253939	GSM4253940	GSM4253941	GSM4253942	GSM4253943	GSM4253944
TRAF3IP1	50	41	30	53	37	75	36	0	55	34	27	22	57	95	20	74	29	81
TRAF3IP2	92	25	19	22	80	27	25	29	39	55	29	54	50	68	26	50	40	23
TRAF3IP2-AS1	0	15	0	1	12	1	0	0	0	0	0	7	0	2	18	7	0	0
TRAF3IP3	0	0	13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TRAF4	83	155	74	39	52	111	81	121	63	91	83	106	86	107	53	112	139	52
TRAF5	44	29	22	25	2	11	6	21	36	16	12	12	36	8	42	22	7	12
TRAF6	23	51	53	14	30	54	9	42	40	93	50	22	50	39	39	69	21	25
TRAF6P1	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
TRAF7	102	204	150	35	130	197	147	170	47	128	77	91	126	133	135	130	151	124
TRAFD1	192	105	112	62	38	19	29	93	58	124	96	51	58	51	9	23	125	83
TRAIP	0	10	0	0	0	15	12	0	2	0	0	0	0	15	0	0	0	0
TRAJ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAK1	869	548	640	403	459	446	293	776	443	739	456	518	750	539	567	625	746	489
TRAK2	130	120	148	148	132	100	129	236	152	121	65	155	63	137	239	202	264	87
TRAM1	1026	791	614	529	522	538	571	827	539	1126	573	425	677	429	566	352	964	482
TRAM1L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAM2	57	52	55	16	12	40	23	84	52	22	35	52	43	81	45	39	93	20
TRAM2-AS1	25	1	2	0	19	7	0	18	0	6	5	1	0	6	0	11	14	0
TRANK1	41	0	130	19	0	10	11	74	5	69	0	74	9	15	4	17	88	20
TRAP1	93	174	34	90	68	112	145	91	129	54	65	22	116	162	138	134	44	45
TRAPPC1	41	84	17	58	51	95	62	56	66	14	1	17	75	85	102	167	35	82
TRAPPC10	83	44	128	48	83	81	74	147	120	33	14	106	113	94	121	131	152	29
TRAPPC11	115	78	115	62	29	62	53	66	142	90	93	70	51	53	63	61	108	32
TRAPPC12	71	40	42	56	35	35	20	54	35	90	7	38	29	64	66	40	52	8
TRAPPC12-AS1	23	0	0	0	18	0	0	13	0	0	0	11	0	0	0	0	0	0
TRAPPC13	67	30	64	14	9	52	22	75	6	3	50	14	15	53	10	17	57	49
TRAPPC13P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAPPC14	27	11	52	0	28	24	3	35	2	0	8	11	22	9	0	11	43	2
TRAPPC2	5	16	4	4	28	13	0	20	21	10	15	15	33	14	41	18	14	23
TRAPPC2B	1	8	22	0	12	10	1	0	0	0	0	0	0	0	0	0	2	0
TRAPPC2L	42	37	27	11	28	11	22	109	52	45	68	10	37	49	58	39	36	8
TRAPPC2LP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAPPC2P10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAPPC2P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAPPC2P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAPPC2P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAPPC2P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAPPC2P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAPPC2P8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAPPC2P9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAPPC3	128	63	95	11	44	58	47	29	57	28	35	35	46	44	46	128	72	1
TRAPPC3L	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0
TRAPPC4	60	54	42	56	20	48	62	48	28	66	50	42	64	80	30	22	66	24
TRAPPC5	1	14	34	41	23	27	11	31	40	12	0	18	74	40	15	16	9	24
TRAPPC6A	16	1	8	13	2	25	1	3	18	17	0	0	2	23	8	15	15	0
TRAPPC6B	191	70	60	71	32	29	31	60	71	89	33	80	129	102	32	11	164	41
TRAPPC8	165	138	199	60	58	11	99	233	165	253	28	123	113	106	100	117	167	77
TRAPPC9	63	49	24	35	13	61	58	72	19	74	55	33	26	14	88	45	71	48
TRARG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV1-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV12-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV12-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV12-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV13-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV13-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV14DV4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV23DV6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV26-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV26-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV29DV5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV36DV7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV38-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV38-2DV8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV8-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV8-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV8-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV8-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV8-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV8-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV8-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV9-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAV9-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBC2	16	0	0	33	18	13	0	10	0	8	0	25	19	11	21	4	11	0
TRBD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBJ1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBJ1-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBJ1-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBJ1-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBJ1-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBJ1-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBJ2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBJ2-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBJ2-2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBJ2-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBJ2-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBJ2-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBJ2-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBJ2-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV10-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV10-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV10-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV11-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV11-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV11-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV12-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV12-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV12-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV12-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV12-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV20-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV20OR9-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV21-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV21OR9-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV22-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV22OR9-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV23-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV23OR9-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV24-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV24OR9-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV25-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV25OR9-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV26OR9-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV29-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV29OR9-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV3-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV4-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV4-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV5-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV5-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV5-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV5-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV5-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV5-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV5-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV6-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV6-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV6-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV6-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV6-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV6-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV6-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV7-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV7-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV7-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV7-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV7-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV7-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV7-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV7-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV8-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV8-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBVA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBVB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRDC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRDD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRDD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRDD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRDJ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRDJ2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRDJ3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRDJ4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRDMT1	0	0	0	8	0	6	17	0	5	0	0	6	16	12	6	27	5	22
TRDN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRDN-AS1	1	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0
TRDV1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRDV2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRDV3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TREH	0	0	2	0	0	0	9	0	0	7	0	0	5	0	0	18	15	0
TREHP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TREM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TREM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TREML1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TREML2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
TREML3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TREML4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TREML5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRERF1	58	23	49	21	11	35	27	25	84	37	32	32	64	20	61	92	50	8
TRERNA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TREX1	0	0	0	7	6	12	4	5	14	5	10	11	5	0	13	10	0	0
TREX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRG-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGJ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGJ2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGJP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGJP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGJP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGV1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGV10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGV11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGV2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGV3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGV4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGV5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGV5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGV6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGV7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGV8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGV9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGVA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGVB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRH	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
TRHDE	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
TRHDE-AS1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TRHR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIAP1	2	50	30	21	0	46	40	42	19	33	43	25	6	28	22	43	6	0
TRIAP1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIB1	64	60	135	56	99	40	53	212	151	65	31	58	143	49	75	47	143	63
TRIB2	119	106	82	25	38	60	26	42	44	37	88	41	20	44	37	84	102	149
TRIB3	168	27	79	21	53	97	30	91	58	75	19	23	33	30	17	47	76	55
TRIL	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
TRIM10	18	17	0	5	0	36	12	0	70	45	0	24	24	45	6	22	18	32
TRIM11	53	63	79	0	40	21	40	63	17	72	46	69	27	43	16	47	73	0
TRIM13	237	248	144	233	137	177	181	156	262	173	92	143	216	137	123	197	244	203
TRIM14	326	228	137	95	80	100	134	179	132	228	112	156	127	62	101	115	293	123
TRIM15	46	54	70	56	42	8	37	62	97	19	42	25	47	3	34	49	109	23
TRIM16	102	90	39	50	47	72	70	77	118	89	68	118	98	91	105	68	113	48
TRIM16L	29	8	0	0	1	26	4	9	3	0	0	10	9	3	0	41	16	0
TRIM17	12	0	0	0	0	0	0	16	0	0	0	8	16	0	0	0	0	0
TRIM2	122	95	208	123	25	121	50	237	102	170	46	167	119	91	69	217	225	101
TRIM21	32	15	45	2	14	6	33	56	18	24	0	5	33	13	17	14	17	10
TRIM22	93	63	59	28	70	3	8	99	20	92	104	70	5	15	16	11	18	16
TRIM23	24	20	28	29	8	34	27	3	6	0	41	3	62	54	13	24	18	44
