	GSM4072022
Sox4	1169
Sox5	475
Sox6	1549
Sox7	255
Sox8	19
Sox9	132
Sp1	3507
Sp100	2055
Sp110	1266
Sp140	750
Sp2	259
Sp3	2722
Sp4	508
Sp5	0
Sp6	22
Sp7	2
Sp8	2
Sp9	19
Spa17	63
Spaca1	64
Spaca3	0
Spaca4	3
Spaca5	3
Spaca6	875
Spaca7	0
Spaca9	11
Spag1	101
Spag11a	0
Spag11b	0
Spag16	15
Spag17	4
Spag4	64
Spag5	74
Spag6	24
Spag6l	3
Spag7	863
Spag8	7
Spag9	7812
Spam1	0
Spanxn4	0
Sparc	21554
Sparcl1	10102
Spast	1130
Spata1	192
Spata13	1212
Spata16	0
Spata17	40
Spata18	1
Spata19	0
Spata2	742
Spata20	0
Spata21	11
Spata22	51
Spata24	38
Spata25	12
Spata2l	127
Spata3	0
Spata31	0
Spata31d1a	0
Spata31d1b	0
Spata31d1c	0
Spata31d1d	0
Spata32	0
Spata33	12
Spata4	0
Spata45	1
Spata5	473
Spata6	563
Spata7	119
Spata9	11
Spatc1	18
Spatc1l	4
Spats1	12
Spats2	382
Spats2l	178
Spc24	73
Spc25	66
Spcs1	1023
Spcs2	1281
Spcs2-ps	1
Spcs3	964
Spdef	10
Spdl1	51
Spdya	44
Spdye4a	0
Spdye4b	0
Spdye4c	6
Specc1	570
Specc1l	2235
Speer1	0
Speer2	0
Speer3	0
Speer4a	0
Speer4b	5
Speer4c	0
Speer4d	8
Speer4e	4
Speer4f1	0
Speer4f2	1
Speer5-ps1	0
Speer6-ps1	0
Spef1	287
Spef2	20
Speg	1408
Spem1	0
Spen	1973
Spert	0
Spesp1	0
Spg11	1801
Spg20	1241
Spg21	2142
Spg7	3030
Sphk1	65
Sphk2	995
Sphkap	2
Spi1	486
Spib	77
Spic	149
Spice1	267
Spidr	307
Spin1	1505
Spin2-ps1	0
Spin2-ps2	0
Spin2-ps3	0
Spin2-ps4	0
Spin2-ps6	0
Spin2c	8
Spin2d	0
Spin2e	0
Spin2f	0
Spin2g	0
Spin3-ps	0
Spin4	88
Spink1	0
Spink10	24
Spink11	3
Spink12	0
Spink13	0
Spink14	0
Spink2	0
Spink4	0
Spink5	6
Spink6	0
Spink7	0
Spink8	0
Spinkl	0
Spint1	109
Spint2	268
Spint3	1
Spint4	0
Spint5	0
Spire1	2594
Spire2	18
Spn	531
Spns1	1234
Spns2	503
Spns3	73
Spo11	11
Spocd1	1
Spock1	1
Spock2	305
Spock3	27
Spon1	391
Spon2	140
Spop	3497
Spopl	1411
Spp1	300
Spp2	1
Sppl2a	4023
Sppl2b	736
Sppl2c	0
Sppl3	1229
Spr	1328
Spr-ps1	219
Spred1	1885
Spred2	425
Spred3	114
Sprn	8
Sprr1a	14
Sprr1b	0
Sprr2a1	0
Sprr2a2	4
Sprr2a3	0
Sprr2b	0
Sprr2c-ps	0
Sprr2d	0
Sprr2e	0
Sprr2f	0
Sprr2g	0
Sprr2h	0
Sprr2i	0
Sprr2j-ps	0
Sprr2k	0
Sprr3	0
Sprr4	0
Sprtn	578
Spry1	492
Spry2	394
Spry3	15
Spry4	514
Spryd3	655
Spryd4	231
Spryd7	714
Spsb1	616
Spsb2	294
Spsb3	760
Spsb4	51
Spta1	18
Sptan1	18414
Sptb	1434
Sptbn1	39671
Sptbn2	303
Sptbn4	12
Sptbn5	280
Sptlc1	1141
Sptlc2	1547
Sptlc3	19
Sptssa	629
Sptssb	0
Spty2d1	1181
Spx	10
Spz1	0
Sqle	1657
Sqrdl	1615
Sqstm1	14275
Sra1	1186
Srbd1	427
Src	491
Srcap	3403
Srcin1	96
Srd5a1	44
Srd5a2	1
Srd5a3	513
Srebf1	18147
Srebf2	1609
Srek1	1861
Srek1ip1	440
Srf	1670
Srfbp1	249
Srgap1	358
Srgap2	1727
Srgap3	324
Srgn	907
Sri	1252
Srl	5124
Srm	307
Srms	57
Srp14	1112
Srp19	456
Srp54a	1088
Srp54b	4698
Srp68	1153
Srp72	1872
Srp9	1321
Srpk1	1527
Srpk2	2010
Srpk3	207
Srpr	2719
Srprb	1043
Srpx	662
Srpx2	232
Srr	931
Srrd	153
Srrm1	1807
Srrm2	11083
Srrm3	71
Srrm4	6
Srrt	1685
Srsf1	4698
Srsf10	2103
Srsf11	3185
Srsf12	15
Srsf2	2878
Srsf3	3080
Srsf4	720
Srsf5	6467
Srsf6	2723
Srsf7	933
Srsf9	509
Srsx	0
Srsy	0
Srxn1	3401
Sry	2
Ss18	1680
Ss18l1	334
Ssb	1672
Ssbp1	415
Ssbp2	1227
Ssbp3	787
Ssbp4	680
Ssc4d	95
Ssc5d	525
Ssfa2	3917
Ssh1	919
Ssh2	5601
Ssh3	511
Ssmem1	10
Ssna1	371
Sspn	1248
Sspo	212
Ssr1	3008
Ssr2	1071
Ssr3	5192
Ssr4	1185
Ssrp1	1473
Sssca1	434
Sst	0
Sstr1	0
Sstr2	1
Sstr3	2
Sstr4	26
Sstr5	0
Ssty1	0
Ssty2	0
Ssu2	43
Ssu72	1479
Ssx2ip	433
Ssx9	0
Ssxa1	0
Ssxb1	0
Ssxb10	0
Ssxb2	3
Ssxb3	0
Ssxb5	3
Ssxb6	0
Ssxb8	0
Ssxb9	3
St13	4703
St14	196
St18	51
St3gal1	1001
St3gal2	768
St3gal3	1133
St3gal4	551
St3gal5	272
St3gal6	856
St5	677
St6gal1	757
St6gal2	6
St6galnac1	7
St6galnac2	288
St6galnac3	135
St6galnac4	545
St6galnac5	151
St6galnac6	1672
St7	430
St7l	1202
St8sia1	113
St8sia2	5
St8sia3	5
St8sia4	1821
St8sia5	79
St8sia6	226
Stab1	3569
Stab2	63
Stac	100
Stac2	98
Stac3	517
Stag1	2079
Stag2	4022
Stag3	27
Stam	1109
Stam2	998
Stambp	342
Stambpl1	297
Stap1	251
Stap2	282
Star	178
Stard10	569
Stard13	1436
Stard3	652
Stard3nl	451
Stard4	404
Stard5	837
Stard6	73
Stard7	3748
Stard8	1017
Stard9	2877
Stat1	6457
Stat2	1466
Stat3	4077
Stat4	209
Stat5a	1760
Stat5b	2541
Stat6	2569
Stau1	1474
Stau2	933
Stbd1	424
Stc1	88
Stc2	549
Steap1	8
Steap2	278
Steap3	731
Steap4	3879
Stfa1	0
Stfa2	0
Stfa2l1	0
Stfa3	0
Stil	53
Stim1	3882
Stim2	1009
Stip1	2288
Stk-ps1	0
Stk-ps2	0
Stk10	1116
Stk11	3490
Stk11ip	561
Stk16	881
Stk17b	1289
Stk19	342
Stk19-ps1	0
Stk24	1024
Stk25	1840
Stk26	137
Stk3	678
Stk31	3
Stk32a	49
Stk32b	13
Stk32c	38
Stk33	2
Stk35	751
Stk36	54
Stk38	2456
Stk38l	1316
Stk39	637
Stk4	1493
Stk40	2389
Stkld1	24
Stmn1	218
Stmn2	48
Stmn3	7
Stmn4	2
Stmnd1	3
Stom	8322
Stoml1	434
Stoml2	1335
Stoml3	40
Ston1	235
Ston2	202
Stox1	14
Stox2	1315
Stpg1	2
Stpg2	1
Stpg3	1
Stra13	338
Stra6	10
Stra6l	151
Stra8	2
Strada	510
Stradb	1561
Strap	2172
Strbp	1139
Strc	23
Strip1	1221
Strip2	514
Strn	1929
Strn3	3446
Strn4	1905
Stt3a	2473
Stt3b	7069
Stub1	1292
Stx11	139
Stx12	3084
Stx16	1714
Stx17	1183
Stx18	1110
Stx19	112
Stx1a	43
Stx1b	647
Stx2	626
Stx3	478
Stx4a	907
Stx5a	1813
Stx6	2122
Stx7	1161
Stx8	613
Stxbp1	258
Stxbp2	1580
Stxbp3	1036
Stxbp3-ps	0
Stxbp4	329
Stxbp5	1664
Stxbp5l	0
Stxbp6	306
Styk1	400
Styx	11
Styxl1	22
Sub1	1688
Sucla2	18769
Suclg1	9769
Suclg2	2759
Sucnr1	155
Suco	1318
Suds3	2711
Sufu	379
Sugct	112
Sugp1	369
Sugp2	1218
Sugt1	1026
Sulf1	689
Sulf2	1690
Sult1a1	917
Sult1b1	0
Sult1c1	0
Sult1c2	0
Sult1c2-ps1	0
Sult1c2-ps2	0
Sult1d1	0
Sult1e1	0
Sult2a-ps1	0
Sult2a-ps2	0
Sult2a-ps3	0
Sult2a-ps4	0
Sult2a1	0
Sult2a2	0
Sult2a3	0
Sult2a4	0
Sult2a5	1
Sult2a6	0
Sult2a7	0
Sult2a8	99
Sult2b1	41
Sult3a1	0
Sult3a2	0
Sult4a1	4
Sult5a1	60
Sult6b1	29
Sult6b2	0
Sumf1	1178
Sumf2	456
Sumo1	1444
Sumo2	2100
Sumo3	1588
Sun1	1777
Sun2	7933
Sun3	4
Sun5	0
Suox	1017
Supt16	2062
Supt20	1034
Supt20-ps	0
Supt3	273
Supt4a	512
Supt5	2555
Supt6	3577
Supt7l	699
Supv3l1	875
Surf1	858
Surf2	477
Surf4	3278
Surf6	506
Susd1	127
Susd2	70
Susd3	89
Susd4	9
Susd5	48
Susd6	2086
Suv39h1	231
Suv39h2	97
Suv420h1	2458
Suv420h2	789
Suz12	1463
Sv2a	15
Sv2b	31
Sv2c	59
Sva	0
Sval1	0
Sval2	0
Sval3	0
Svbp	218
Svep1	3006
Svil	4432
Svip	440
Svop	7
Svopl	152
Svs1	0
Svs2	0
Svs3a	0
Svs3b	0
Svs4	0
Svs5	0
Svs6	0
Swap70	1178
Swi5	2455
Swsap1	275
Swt1	1200
Syap1	2776
Sybu	147
Syce1	10
Syce1l	0
Syce2	40
Syce3	0
Sycn	0
Sycp1	36
Sycp1-ps1	0
Sycp2	56
Sycp2l	1
Sycp3	426
Syde1	817
Syde2	384
Syf2	1400
Syk	1957
Sympk	3684
Syn1	49
Syn2	152
Syn3	133
Syna	1
Synb	61
Sync	173
Syncrip	3539
Syndig1	11
Syndig1l	9
Syne1	3275
Syne2	9019
Syne3	968
Syne4	72
Syngap1	143
Syngr1	509
Syngr2	1362
Syngr3	7
Syngr4	2
Synj1	1343
Synj2	1288
Synj2bp	1577
Synm	4731
Synpo	740
Synpo2	1770
Synpo2l	310
Synpr	0
Synrg	1840
Syp	183
Sypl	2044
Sypl2	610
Sys1	815
Syt1	0
Syt10	0
Syt11	367
Syt12	443
Syt13	20
Syt14	40
Syt15	153
Syt16	1
Syt17	20
Syt2	37
Syt3	126
Syt4	12
Syt5	1
Syt6	1
Syt7	183
Syt8	6
Syt9	8
Sytl1	135
Sytl2	254
Sytl3	94
Sytl4	274
Sytl5	19
Syvn1	662
Szrd1	2749
Szt2	1134
T	0
TINCR	35
Taar1	0
Taar2	0
Taar3	0
Taar4	2
Taar5	0
Taar6	0
Taar7a	0
Taar7b	0
Taar7c-ps	0
Taar7d	0
Taar7e	0
Taar7f	0
Taar8a	0
Taar8b	0
Taar8c	0
Taar9	0
Tab1	423
Tab2	2601
Tab3	1048
Tac1	0
Tac2	0
Tac4	14
Tacc1	9169
Tacc2	3811
Tacc3	171
Taco1	908
Tacr1	15
Tacr2	17
Tacr3	1
Tacstd2	82
Tada1	430
Tada2a	224
Tada2b	868
Tada3	377
Taf1	2053
Taf10	2182
Taf11	312
Taf12	584
Taf13	436
Taf15	752
Taf1a	215
Taf1b	306
Taf1c	234
Taf1d	484
Taf2	1124
Taf3	318
Taf4	428
Taf4b	279
Taf5	213
Taf5l	472
Taf6	774
Taf6l	695
Taf7	301
Taf7l	2
Taf8	519
Taf9	121
Taf9b	196
Tagap	202
Tagap1	381
Tagln	1394
Tagln2	1669
Tagln3	14
Tal1	167
Tal2	14
Taldo1	23769
Tamm41	224
Tanc1	2162
Tanc2	1835
Tango2	484
Tango6	378
Tank	1307
Taok1	10195
Taok2	2479
Taok3	922
Tap1	2641
Tap2	1923
Tapbp	7489
Tapbpl	1085
Tapt1	1954
Tarbp2	602
Tardbp	3030
Tarm1	48
Tars	1400
Tars2	1157
Tarsl2	948
Tas1r1	4
Tas1r2	1
Tas1r3	160
Tas2r102	0
Tas2r103	0
Tas2r104	0
Tas2r105	0
Tas2r106	0
Tas2r107	0
Tas2r108	11
Tas2r109	0
Tas2r110	0
Tas2r111-ps2	0
Tas2r113	0
Tas2r114	0
Tas2r115	0
Tas2r116	0
Tas2r117	0
Tas2r118	0
Tas2r119	0
Tas2r120	0
Tas2r121	0
Tas2r122	0
Tas2r123	0
Tas2r124	0
Tas2r125	0
Tas2r126	4
Tas2r129	0
Tas2r130	0
Tas2r131	0
Tas2r134	2
Tas2r135	4
Tas2r136	0
Tas2r137	3
Tas2r138	0
Tas2r139	0
Tas2r140	0
Tas2r141-ps4	1
Tas2r142-ps5	0
Tas2r143	15
Tas2r144	0
Tas2r145-ps3	0
Tas2r146-ps1	0
Tasp1	271
Tat	8
Tatdn1	188
Tatdn2	1738
Tatdn3	355
Tax1bp1	5879
Tax1bp3	1356
Taz	1586
Tbata	23
Tbc1d1	1190
Tbc1d10a	362
Tbc1d10b	1233
Tbc1d10c	242
Tbc1d12	557
Tbc1d13	1853
Tbc1d14	810
Tbc1d15	885
Tbc1d16	612
Tbc1d17	1533
Tbc1d19	438
Tbc1d2	690
Tbc1d20	3817
Tbc1d21	14
Tbc1d22a	1248
Tbc1d22b	514
Tbc1d23	1107
Tbc1d24	890
Tbc1d25	156
Tbc1d2b	1823
Tbc1d30	68
Tbc1d31	1096
Tbc1d32	684
Tbc1d4	3144
Tbc1d5	1002
Tbc1d7	260
Tbc1d8	728
Tbc1d8b	446
Tbc1d9	607
Tbc1d9b	3730
Tbca	622
Tbcb	627
Tbcc	332
Tbccd1	339
Tbcd	1731
Tbce	883
Tbcel	709
Tbck	1946
Tbk1	1141
Tbkbp1	828
Tbl1x	2447
Tbl1xr1	2402
Tbl2	788
Tbl3	1001
Tbp	709
Tbpl1	477
Tbpl2	0
Tbr1	7
Tbrg1	1073
Tbrg4	1326
Tbx1	10
Tbx10	2
Tbx15	796
Tbx18	220
Tbx19	1
Tbx2	266
Tbx20	47
Tbx21	45
Tbx22	2
Tbx3	617
Tbx4	15
Tbx5	252
Tbx6	94
Tbxa2r	31
Tbxas1	691
Tc2n	132
Tcaf1	1349
Tcaf2	386
Tcaf3	3
Tcaim	741
Tcam1	12
Tcap	7078
Tcea1	1958
Tcea1-ps1	103
Tcea2	170
Tcea3	579
Tceal1	128
Tceal3	6
Tceal5	33
Tceal6	0
Tceal7	14
Tceal8	524
Tceanc	237
Tceanc2	580
Tceb1	763
Tceb2	1864
Tceb3	2454
Tcerg1	1020
Tcerg1l	0
Tcf12	3256
Tcf15	400
Tcf19	110
Tcf20	4592
Tcf21	0
Tcf23	21
Tcf24	35
Tcf25	6212
Tcf3	875
Tcf4	6127
Tcf7	168
Tcf7l1	212
Tcf7l2	552
Tcfl5	7
Tchh	16
Tchhl1	2
Tchp	292
Tcirg1	2553
Tcl1	1
Tcl1b1	0
Tcl1b2	0
Tcl1b3	0
Tcl1b4	0
Tcl1b5	2
Tcn2	2011
Tcof1	574
Tcp1	3978
Tcp1-ps1	0
Tcp10a	0
Tcp10b	27
Tcp10c	0
Tcp11	6
Tcp11l1	325
Tcp11l2	899
Tcp11x2	1
Tcrg-C1	10
Tcrg-C2	30
Tcrg-C3	0
Tcrg-C4	8
Tcrg-V3	0
Tcrg-V4	2
Tcrg-V5	0
Tcrg-V6	0
Tcrg-V7	1
Tcstv1	2
Tcstv3	0
Tcta	689
Tcte1	1
Tcte2	190
Tcte3	30
Tctex1d1	1
Tctex1d2	84
Tctex1d4	9
Tctn1	423
Tctn3	193
Tdg	597
Tdg-ps	0
Tdgf1	2
Tdgf1-ps1	0
Tdgf1-ps2	3
Tdh	0
Tdo2	29
Tdp1	151
Tdp2	380
Tdpoz1	0
Tdpoz2	0
Tdpoz3	0
Tdpoz4	0
Tdpoz5	0
Tdpx-ps1	0
Tdrd1	8
Tdrd12	3
Tdrd3	1127
Tdrd5	2
Tdrd6	7
Tdrd7	1507
Tdrd9	1
Tdrkh	212
Tdrp	947
Tead1	2694
Tead2	298
Tead3	268
Tead4	150
Tec	219
Tecpr1	4588
Tecpr2	1081
Tecr	7953
Tecrl	28
Tecta	3
Tectb	8
Teddm1a	14
Teddm1b	30
Teddm2	83
Teddm3	1
Tef	4243
Tefm	264
Tek	1750
Tekt1	50
Tekt2	13
Tekt3	0
Tekt4	0
Tekt5	0
Telo2	628
Ten1	174
Tenm1	106
Tenm2	65
Tenm3	280
Tenm4	3573
Tep1	2804
Tepp	19
Terf1	256
Terf2	438
Terf2ip	632
Tert	55
Tes	449
Tes3-ps	0
Tesc	41
Tescl	1
Tesk1	1308
Tesk2	132
Tespa1	45
Tet1	209
Tet2	2573
Tet3	2587
Tex10	510
Tex101	0
Tex11	11
Tex12	1
Tex13	21
Tex13a	0
Tex14	24
Tex15	22
Tex16	0
Tex19.1	11
Tex19.2	0
Tex2	5073
Tex21	0
Tex22	8
Tex24	0
Tex26	0
Tex261	2128
Tex264	1587
Tex28	0
Tex29	9
Tex30	110
Tex33	0
Tex35	0
Tex36	0
Tex37	0
Tex38	3
Tex40	17
Tex43	1
Tex9	141
Tfam	988
Tfap2a	58
Tfap2b	174
Tfap2c	76
Tfap2d	0
Tfap2e	4
Tfap4	149
Tfb1m	148
Tfb2m	1395
Tfcp2	434
Tfcp2l1	228
Tfdp1	1000
Tfdp2	1275
Tfe3	1029
Tfeb	785
Tfec	57
Tff1	3
Tff2	0
Tff3	0
Tfg	1202
Tfip11	714
Tfpi	615
Tfpi2	32
Tfpt	246
Tfr2	122
Tfrc	2008
Tg	14
Tgds	260
Tgfa	68
Tgfb1	701
Tgfb1i1	340
Tgfb2	215
Tgfb3	702
Tgfbi	1207
Tgfbr1	2020
Tgfbr2	7773
Tgfbr3	3796
Tgfbr3l	102
Tgfbrap1	1306
Tgif1	536
Tgif1-ps	1
Tgif2	209
Tgif2-ps1	0
Tgif2-ps2	0
Tgif2lx1	0
Tgif2lx2	0
Tgm1	48
Tgm2	5939
Tgm3	48
Tgm4	6
Tgm5	1
Tgm6	0
Tgm7	1
Tgoln1	13783
Tgs1	509
Tgtp1	844
Tgtp2	1423
Th	15
Tha1	366
Thada	1092
Thap1	195
Thap11	625
Thap2	326
Thap3	280
Thap4	629
Thap6	283
Thap7	332
Thap8	20
Thbd	1739
Thbs1	4439
Thbs2	1682
Thbs3	331
Thbs4	276
Theg	0
Thegl	0
Them4	180
Them5	3
Them6	135
Them7	1
Themis	143
Themis2	807
Themis3	0
Thg1l	251
Thnsl1	277
Thnsl2	285
Thoc1	666
Thoc2	3137
Thoc3	803
Thoc5	651
Thoc6	258
Thoc7	553
Thop1	450
Thpo	32
Thra	2332
Thrap3	5611
Thrb	1000
Thrsp	80524
Thsd1	205
Thsd4	317
Thsd7a	361
Thsd7b	110
Thtpa	644
Thumpd1	930
Thumpd2	99
Thumpd3	689
Thy1	383
Thyn1	143
Tia1	1590
Tial1	1257
Tiam1	352
Tiam2	239
Ticam1	335
Ticam2	110
Ticrr	50
Tie1	2367
Tifa	255
Tifab	302
Tigar	891
Tigd2	585
Tigd3	60
Tigd4	55
Tigd5	166
Tigit	45
Timd2	14
Timd4	22
Timeless	366
Timm10	399
Timm10b	980
Timm13	1555
Timm17a	2524
Timm17b	666
Timm21	465
Timm22	795
Timm23	4702
Timm44	2729
Timm50	1403
Timm8a1	311
Timm8a2	2
Timm8b	865
Timm9	356
Timmdc1	931
Timp1	61
Timp2	3099
Timp3	7021
Timp4	674
Tinag	44
Tinagl1	1282
Tinf2	357
Tiparp	2462
Tipin	210
Tiprl	662
Tirap	527
Tjap1	279
Tjp1	3516
Tjp2	918
Tjp3	141
Tk1	306
Tk2	593
Tkfc	228
Tkt	155101
Tktl1	1
Tktl2	1
Tlcd1	1352
Tlcd2	558
Tldc1	215
Tldc2	4
Tle1	1190
Tle2	206
Tle3	2120
Tle4	698
Tle6	63
Tlk1	1297
Tlk2	1919
Tll1	189
Tll2	1
Tln1	10523
Tln2	2623
Tlr1	303
Tlr11	58
Tlr12	31
Tlr13	525
Tlr2	237
Tlr3	501
Tlr4	1086
Tlr5	303
Tlr6	81
Tlr7	418
Tlr8	484
Tlr9	219
Tlx1	0
Tlx2	1
Tlx3	0
Tm2d1	347
Tm2d2	874
Tm2d3	337
Tm4sf1	1478
Tm4sf19	87
Tm4sf20	15
Tm4sf4	0
Tm4sf5	3
Tm6sf1	1462
Tm6sf2	23
Tm7sf2	300
Tm7sf3	727
Tm9sf1	1089
Tm9sf2	3323
Tm9sf3	6356
Tm9sf4	2107
Tma16	461
Tma7	1314
Tma7-ps	0
Tmbim1	3344
Tmbim4	1028
Tmbim6	13956
Tmbim7	9
Tmc1	3
Tmc2	4
Tmc3	68
Tmc4	277
Tmc4-ps	0
Tmc5	259
Tmc6	887
Tmc7	186
Tmc8	141
Tmcc1	2852
Tmcc2	374
Tmcc3	2535
Tmco1	2080
Tmco2	0
Tmco3	920
Tmco4	797
Tmco5	0
Tmco5b	0
Tmco6	234
Tmed1	456
Tmed10	2438
Tmed11	0
Tmed2	7552
Tmed3	1103
Tmed4	1394
Tmed5	4227
Tmed6	0
Tmed7	3085
Tmed8	1005
Tmed9	986
Tmeff1	456
Tmeff2	273
Tmem100	123
Tmem101	194
Tmem102	54
Tmem104	503
Tmem106a	719
Tmem106b	4955
Tmem106c	534
Tmem107	27
Tmem108	4
Tmem109	2636
Tmem11	762
Tmem110	1238
Tmem114	0
Tmem115	875
Tmem116	89
Tmem117	68
Tmem119	192
Tmem120a	1697
Tmem120b	5054
Tmem121	2
Tmem123	2102
Tmem125	11
Tmem126a	623
Tmem126b	800
Tmem127	2480
Tmem128	571
Tmem129	586
Tmem130	15
Tmem131	2562
Tmem132a	470
Tmem132b	50
Tmem132c	28
Tmem132d	30
Tmem132e	13
Tmem134	2708
Tmem135	4859
Tmem136	193
Tmem138	90
Tmem139	6
Tmem140	2328
Tmem141	278
Tmem143	3454
Tmem144	55
Tmem145	0
Tmem147	1545
Tmem14a	98
Tmem14c	3229
Tmem150a	222
Tmem150b	46
Tmem150c	52
Tmem151a	10
Tmem151b	37
Tmem154	202
Tmem156	25
Tmem158	115
Tmem159	364
Tmem160	620
Tmem161a	845
Tmem161b	482
Tmem163	35
Tmem164	1059
Tmem165	929
Tmem167	1280
Tmem167-ps1	0
Tmem167-ps2	0
Tmem167-ps3	0
Tmem167b	1315
Tmem168	1454
Tmem169	3
Tmem17	45
Tmem170	142
Tmem170b	1372
Tmem171	32
Tmem173	381
Tmem174	0
Tmem175	476
Tmem176a	683
Tmem176b	1060
Tmem177	322
Tmem178	35
Tmem178b	134
Tmem179	1434
Tmem18	555
Tmem180	90
Tmem181a	806
Tmem181b-ps	359
Tmem181c-ps	1
Tmem182	2693
Tmem183a	1165
Tmem184a	176
Tmem184b	2336
Tmem184c	705
Tmem185b	363
Tmem186	721
Tmem189	1201
Tmem19	655
Tmem190	5
Tmem191c	66
Tmem192	380
Tmem194	372
Tmem194b	209
Tmem196	2
Tmem198	26
Tmem198b	293
Tmem199	411
Tmem2	1406
Tmem200a	22
Tmem200b	118
Tmem200c	8
Tmem201	773
Tmem202	20
Tmem203	252
Tmem204	651
Tmem205	1125
Tmem206	269
Tmem207	0
Tmem208	471
Tmem209	708
Tmem210	0
Tmem211	0
Tmem212	0
Tmem213	0
Tmem214	1490
Tmem215	9
Tmem216	170
Tmem217	0
Tmem218	165
Tmem219	472
Tmem220	68
Tmem221	40
Tmem222	681
Tmem225	0
Tmem229a	25
Tmem229b	496
Tmem229b-ps	0
Tmem230	519
Tmem231	65
Tmem232	1
Tmem233	307
Tmem234	1652
Tmem235	0
Tmem236	31
Tmem237	104
Tmem238	262
Tmem239	7
Tmem240	57
Tmem241	325
Tmem242	1928
Tmem243	852
Tmem245	7822
Tmem246	507
Tmem247	0
Tmem248	1443
Tmem25	58
Tmem251	277
Tmem252	132
Tmem253	55
Tmem254a	224
Tmem254b	224
Tmem254c	419
Tmem255a	60
Tmem255b	88
Tmem256	725
Tmem258	431
Tmem259	3413
Tmem26	27
Tmem260	799
Tmem261	520
Tmem263	775
Tmem265	46
Tmem266	28
Tmem27	0
Tmem28	43
Tmem29	288
Tmem30a	3917
Tmem30b	88
Tmem30c	53
Tmem33	1892
Tmem35	6
Tmem37	414
Tmem38a	2470
Tmem38b	1024
Tmem39a	511
Tmem39b	106
Tmem40	18
Tmem41a	172
Tmem41b	1356
Tmem42	85
Tmem43	2870
Tmem44	308
Tmem45a	43
Tmem45a2	5
Tmem45b	10513
Tmem47	333
Tmem5	902
Tmem50a	1682
Tmem50b	1381
Tmem51	186
Tmem52	151
Tmem52b	5
Tmem53	444
Tmem54	7
Tmem55a	494
Tmem55b	984
Tmem56	1385
Tmem57	1784
Tmem59	3234
Tmem59l	4
Tmem60	387
Tmem62	417
Tmem63a	769
Tmem63b	1242
Tmem63c	0
Tmem64	1999
Tmem65	3669
Tmem67	232
Tmem68	465
Tmem69	382
Tmem70	1848
Tmem71	128
Tmem72	21094
Tmem74	1
Tmem74b	13
Tmem79	3192
Tmem8	387
Tmem80	458
Tmem81	90
Tmem82	51
Tmem86a	288
Tmem86b	116
Tmem87a	1681
Tmem87b	2301
Tmem88	321
Tmem88b	96
Tmem89	0
Tmem8b	535
Tmem8c	5
Tmem9	457
Tmem91	54
Tmem92	1
Tmem94	1625
Tmem95	0
Tmem97	362
Tmem98	101
Tmem9b	1002
Tmf1	2155
Tmie	332
Tmigd1	50
Tmigd3	1
Tmlhe	713
Tmod1	527
Tmod2	678
Tmod3	2091
Tmod4	611
Tmpo	1514
Tmppe	678
Tmprss11a	78
Tmprss11b	156
Tmprss11c	0
Tmprss11d	42
Tmprss11e	0
Tmprss11f	0
Tmprss11g	112
Tmprss12	0
Tmprss13	99
Tmprss15	1
Tmprss2	555
Tmprss3	0
Tmprss4	19
Tmprss5	12
Tmprss6	53
Tmprss7	2
Tmprss9	16
Tmsb10	1027
Tmsb15a	1
Tmsb15b1	8
Tmsb15b2	0
Tmsb15l	4
Tmsb4x	8180
Tmtc1	1153
Tmtc2	210
Tmtc3	860
Tmtc4	456
Tmub1	199
Tmub2	864
Tmx1	1135
Tmx2	2052
Tmx3	1304
Tmx4	1515
Tnc	896
Tnf	47
Tnfaip1	1452
Tnfaip2	1496
Tnfaip3	769
Tnfaip6	170
Tnfaip8	1166
Tnfaip8l1	149
Tnfaip8l2	192
Tnfaip8l3	8
Tnfrsf10b	962
Tnfrsf11a	632
Tnfrsf11b	13
Tnfrsf12a	445
Tnfrsf13b	96
Tnfrsf13c	85
Tnfrsf14	223
Tnfrsf17	4
Tnfrsf18	136
Tnfrsf19	215
Tnfrsf1a	1729
Tnfrsf1b	1813
Tnfrsf21	851
Tnfrsf22	1002
Tnfrsf23	222
Tnfrsf25	109
Tnfrsf26	85
Tnfrsf4	51
Tnfrsf8	11
Tnfrsf9	56
Tnfsf10	774
Tnfsf11	9
Tnfsf12	301
Tnfsf13	116
Tnfsf13b	95
Tnfsf14	11
Tnfsf15	27
Tnfsf18	12
Tnfsf4	10
Tnfsf8	40
Tnfsf9	13
Tnfsfm13	311
Tnik	1067
Tnip1	964
Tnip2	634
Tnip3	99
Tnk1	72
Tnk2	806
Tnks	3484
Tnks1bp1	3339
Tnks2	6052
Tnmd	9
Tnn	6
Tnnc1	2730
Tnnc2	12052
Tnni1	3281
Tnni2	12389
Tnni3	19
Tnni3k	10
Tnnt1	5754
Tnnt2	33
Tnnt3	22454
Tnp1	0
Tnp2	2
Tnpo1	5996
Tnpo2	2604
Tnpo3	2286
Tnr	90
Tnrc18	1746
Tnrc6a	3052
Tnrc6b	6708
Tnrc6c	2185
Tns1	30881
Tns2	2472
Tns3	1402
Tns4	96
Tnxa	2
Tnxb	9609
Tob1	5655
Tob2	3314
Toe1	343
Tollip	1742
Tom1	985
Tom1l1	499
Tom1l2	2490
Tomm20	2518
Tomm20l	8
Tomm22	1550
